,CAMPAÑA,ID_FINCA,ID_ZONA,ID_ESTACION,ALTITUD,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,ALTITUD_MIN,ALTITUD_DIF
72,14,68025,464,14,650-660,17,0,0,1,2.435052086876236,4380.0,650.0,10.0
73,14,26816,464,14,650-660,59,1,0,1,8.643337251605624,1690.0,650.0,10.0
74,14,70951,464,14,650-660,17,0,0,1,2.4385241722884605,4480.0,650.0,10.0
75,14,42732,82,14,650-660,17,0,0,1,2.5486890269904166,19320.0,654.5017182130584,9.192439862542955
76,14,86971,411,8,690,81,0,0,1,1.370401254634471,8775.0,690.0,0.0
77,14,36535,186,8,695,17,0,0,1,1.5317663461799915,3360.0,695.0,0.0
78,14,36535,186,8,695,59,0,0,1,1.4867164866187577,900.0,695.0,0.0
79,14,75318,165,8,700,59,0,0,1,5.08999036044974,11120.0,700.0,0.0
80,14,18632,165,8,700,52,1,0,1,8.024665242589066,16050.0,700.0,0.0
81,14,16613,165,8,700,17,0,0,1,2.612741771573462,11534.672,700.0,0.0
82,14,13439,428,14,730,32,1,0,1,2.4486520026875023,754.0,730.0,0.0
83,14,10316,592,17,820,59,0,0,1,5.216707341798346,4936.4,820.0,0.0
84,14,98808,592,17,820,59,0,0,1,5.3555655172458945,6543.6,820.0,0.0
85,14,19515,973,2,500,32,1,0,1,4.848392464134599,18980.5,500.0,0.0
86,14,35465,964,2,500,32,1,0,1,3.80198586808955,13557.5,500.0,0.0
87,14,37826,964,2,500,32,1,0,1,4.715567428000464,16811.3,500.0,0.0
88,14,37826,964,2,500,17,1,0,1,9.232865236968355,50080.0,500.0,0.0
89,14,49672,828,2,500,32,1,0,1,1.1137138039628762,4880.7,500.0,0.0
90,14,59146,734,11,530,59,0,0,1,1.699766881794894,2700.0,530.0,0.0
91,14,55814,44,7,620-640,17,0,0,1,1.272490704996558,20640.0,620.0,20.0
92,14,55814,44,7,620-640,81,0,0,1,1.0888958502080648,17000.0,620.0,20.0
93,14,55814,44,7,620-640,32,1,0,1,1.9200950231338134,27560.0,620.0,20.0
94,14,55814,44,7,620-640,40,1,0,1,0.8248814684851956,23400.0,620.0,20.0
95,14,55814,44,7,620-640,17,1,0,1,1.0208999896911632,6910.0,620.0,20.0
96,14,55814,44,7,620-640,81,1,0,1,0.8253174296068185,6460.0,620.0,20.0
97,14,6321,44,7,620-640,59,0,0,1,2.9726569375509966,2629.1,620.0,20.0
98,14,18939,44,7,620-640,59,0,0,1,2.89672977870439,1680.9,620.0,20.0
99,14,74473,44,7,620-640,59,1,0,1,1.8473612806695445,12360.0,620.0,20.0
100,14,40200,44,7,620-640,71,0,0,1,1.7098477088129014,372.0,620.0,20.0
101,14,40200,44,7,620-640,68,0,0,0,0.9988491944964519,1460.0,620.0,20.0
102,14,38272,44,7,620-640,71,0,0,1,0.9673701615483272,868.0,620.0,20.0
103,14,38272,44,7,620-640,87,0,0,0,1.6420060700994838,4420.0,620.0,20.0
104,14,38272,44,7,620-640,17,0,0,1,1.5247464951236867,6200.0,620.0,20.0
105,14,38272,44,7,620-640,81,0,0,1,2.8945731430355472,13330.0,620.0,20.0
106,14,27629,44,7,620-640,32,1,0,1,2.733686024057216,14160.0,620.0,20.0
107,14,62733,44,7,620-640,59,1,0,1,2.6416070310870947,1350.0,620.0,20.0
108,14,55404,899,16,640,81,0,0,1,2.020595396650046,21776.86,640.0,0.0
109,14,99693,899,16,640,81,0,0,1,6.351047783151517,16856.59,640.0,0.0
110,14,6544,899,16,640,81,0,0,1,1.6254536072389714,336.57,640.0,0.0
111,14,93819,899,16,640,59,1,0,1,2.192042202823633,1350.0,640.0,0.0
112,14,91094,379,16,610-630,59,0,0,1,1.0881334410053767,6420.1,610.0,20.0
113,14,37661,379,16,610-630,59,0,0,1,0.8906696823110367,6758.0,610.0,20.0
114,14,2891,379,16,610-630,59,0,0,1,0.5362395589398581,13178.1,610.0,20.0
115,14,3555,379,16,610-630,59,0,0,1,3.320338965287018,3716.9,610.0,20.0
116,14,72124,379,16,610-630,32,1,0,1,0.9227182379396817,4865.0,610.0,20.0
117,14,18581,379,16,610-630,59,1,0,1,0.19329620003502762,1350.0,610.0,20.0
118,14,13822,379,16,610-630,59,1,0,1,0.3826560536914357,1350.0,610.0,20.0
119,14,23846,379,16,610-630,59,1,0,1,1.1985516760177795,1350.0,610.0,20.0
120,14,89768,379,7,610-630,52,1,0,1,2.4910622430333307,3530.0,610.0,20.0
121,14,57254,379,7,610-630,59,0,0,1,1.1439817606787206,11280.0,610.0,20.0
122,14,57254,379,7,610-630,32,1,0,1,1.4177666714270034,18120.0,610.0,20.0
123,14,80170,379,7,610-630,32,1,0,1,2.325795722386882,8817.036,610.0,20.0
124,14,3091,379,16,610-630,81,0,0,1,7.473711884867436,26610.34,610.0,20.0
125,14,35785,379,16,610-630,81,0,0,1,0.5031251888364376,1082.3,610.0,20.0
126,14,80479,379,7,610-630,52,1,0,1,5.467850559015456,19930.0,610.0,20.0
127,14,88517,379,16,610-630,87,0,0,0,0.9440120307340628,6160.0,610.0,20.0
128,14,61928,379,16,610-630,81,0,0,1,2.4513362393111513,4697.34,610.0,20.0
129,14,87201,379,16,610-630,59,0,0,1,0.4136157759638949,3716.9,610.0,20.0
130,14,94886,726,7,610,17,0,0,1,2.851952181731741,6744.0,610.0,0.0
131,14,94886,726,7,610,32,1,0,1,3.097426308746795,10505.0,610.0,0.0
132,14,44512,726,7,610,32,1,0,1,3.5449486665129424,10505.0,610.0,0.0
133,14,63181,726,7,610,68,0,0,0,1.2561512933153438,6780.0,610.0,0.0
134,14,63181,726,7,610,17,0,0,1,2.711553077846579,10116.0,610.0,0.0
135,14,48816,726,7,610,17,0,0,1,2.0764496542777855,11316.0,610.0,0.0
136,14,96975,726,7,610,59,0,0,1,1.748041100037831,4456.2,610.0,0.0
137,14,58108,726,7,610,59,0,0,1,2.043747062130934,6153.8,610.0,0.0
138,14,68761,726,7,610,17,0,0,1,1.128583961517283,7544.0,610.0,0.0
139,14,85950,474,7,620-630,9,1,0,0,2.165257790139616,4820.0,620.0,10.0
140,14,1270,474,7,620-630,9,1,0,0,2.4601036809574413,4820.0,620.0,10.0
141,14,99033,474,15,620-630,81,1,0,1,1.027336787062334,2284.2,620.0,10.0
142,14,12869,474,7,620-630,81,1,0,1,3.750119620561394,21826.8,620.0,10.0
143,14,14471,474,7,620-630,81,1,0,1,0.9973592808588316,1269.0,620.0,10.0
144,14,97777,474,7,620-630,17,0,0,1,1.773896328642536,10680.0,620.0,10.0
145,14,87878,474,7,620-630,15,1,0,1,6.477999402435919,7030.0,620.0,10.0
146,14,94554,893,7,580-600,68,0,0,0,2.1028467929434735,10610.0,580.0,20.0
147,14,56444,893,7,580-600,59,0,0,1,3.487986540164727,11050.0,580.0,20.0
148,14,64499,893,7,580-600,32,1,0,1,1.262928761375492,5626.71,580.0,20.0
149,14,84904,893,7,580-600,32,1,0,1,1.0067229782336793,4126.254,580.0,20.0
150,14,8690,893,7,580-600,17,1,0,1,0.6713062903952707,2160.0,580.0,20.0
151,14,95008,893,7,580-600,17,0,0,1,0.5175805611379616,3080.0,580.0,20.0
152,14,58150,893,7,580-600,52,1,0,1,1.6623205620616788,10490.0,580.0,20.0
153,14,23668,893,7,580-600,59,1,0,1,1.203724715292081,10100.0,580.0,20.0
154,14,35287,893,7,580-600,68,0,0,0,6.59116027386882,4545.0,580.0,20.0
155,14,61978,893,7,580-600,17,0,0,1,1.4686384565817265,19900.0,580.0,20.0
156,14,47401,893,7,580-600,68,0,0,0,0.6605477355691138,4545.0,580.0,20.0
157,14,78934,506,7,600-620,17,0,0,1,2.291650079243795,6430.0,600.0,20.0
158,14,58567,506,7,600-620,17,1,0,1,2.7197754633999667,16830.0,600.0,20.0
159,14,33248,506,16,600-620,17,0,0,1,4.778421071462266,25880.0,600.0,20.0
160,14,14470,506,7,600-620,59,0,0,1,0.7286298122331576,5300.0,600.0,20.0
161,14,14470,506,7,600-620,32,1,0,1,6.150016352600558,58880.0,600.0,20.0
162,14,14470,506,7,600-620,17,1,0,1,2.653669362946793,8049.6,600.0,20.0
163,14,14470,506,7,600-620,59,1,0,1,0.8607458613252956,7530.0,600.0,20.0
164,14,18139,506,7,600-620,17,0,0,1,3.7337435571658415,10300.0,600.0,20.0
165,14,18139,506,7,600-620,59,0,0,1,2.854022082018411,6770.0,600.0,20.0
166,14,18139,506,7,600-620,17,1,0,1,3.7572181335603303,12590.4,600.0,20.0
167,14,89440,506,7,600-620,26,1,0,1,3.9510672575854193,4570.0,600.0,20.0
168,14,45489,506,16,600-620,32,1,0,1,5.271366871301993,17823.96,600.0,20.0
169,14,48877,506,16,600-620,32,1,0,1,8.91022727912792,33616.04,600.0,20.0
170,14,48877,506,16,600-620,52,1,0,1,5.353575246409158,9225.76,600.0,20.0
171,14,48877,506,16,600-620,59,1,0,1,5.840591838953907,15172.338,600.0,20.0
172,14,68089,506,16,600-620,52,1,0,1,7.364408757386138,11934.24,600.0,20.0
173,14,68089,506,16,600-620,59,1,0,1,7.577202444234868,19997.662,600.0,20.0
174,14,31153,990,18,650-680,32,1,0,1,0.09688942805732208,2709.7,650.0,30.0
175,14,38454,990,18,650-680,32,1,0,1,0.9059151967673817,2820.3,650.0,30.0
176,14,2821,990,18,650-680,59,1,0,1,3.232135621383361,17210.0,650.0,30.0
177,14,52475,990,18,650-680,59,0,0,1,1.69893382648094,5130.0,650.0,30.0
178,14,88005,844,18,680-720,52,1,0,1,4.630126100421319,11979.0,680.0,40.0
179,14,86193,844,18,680-720,59,0,0,1,2.6020120534472047,12680.0,680.0,40.0
180,14,70752,849,5,680-720,84,1,0,0,1.776081064607117,8000.0,680.0,40.0
181,14,68343,849,5,680-720,81,0,0,1,1.0514607208903741,13760.0,680.0,40.0
182,14,54960,849,5,680-720,68,0,0,0,1.875565451228888,30260.0,680.0,40.0
183,14,68936,849,5,680-720,87,0,0,0,3.4866236880852797,13030.0,680.0,40.0
184,14,68936,849,5,680-720,40,1,0,1,3.197801344395945,5840.0,680.0,40.0
185,14,74003,849,5,680-720,59,0,0,1,3.0767785736746727,17270.0,680.0,40.0
186,14,1848,849,5,680-720,68,1,0,0,1.0158390582894739,8580.0,680.0,40.0
187,14,81073,849,5,680-720,32,1,0,1,1.7940265891518892,6320.0,680.0,40.0
188,14,81073,849,5,680-720,40,1,0,1,1.6808813318962912,4320.0,680.0,40.0
189,14,81073,849,5,680-720,52,1,0,1,2.255052602189306,12570.0,680.0,40.0
190,14,68718,849,5,680-720,52,1,0,1,2.228180735589595,8470.0,680.0,40.0
191,14,64042,849,5,680-720,59,0,0,1,3.9610364989130056,21420.0,680.0,40.0
192,14,797,845,16,625-670,68,0,0,0,2.796463564433936,10140.0,625.0,45.0
193,14,797,845,16,625-670,59,0,0,1,5.610159496601911,32610.0,625.0,45.0
194,14,92218,845,16,625-670,87,0,0,0,2.373704946366128,3260.0,625.0,45.0
195,14,92218,845,16,625-670,68,0,0,0,1.706703719847432,6296.4,625.0,45.0
196,14,84183,845,16,625-670,59,1,0,1,0.6783441632538526,1790.0,625.0,45.0
197,14,37952,845,16,625-670,81,0,0,1,2.833120085768211,6040.0,625.0,45.0
198,14,25422,845,16,625-670,59,0,0,1,1.7209021207206274,11270.0,625.0,45.0
199,14,46560,845,16,625-670,68,0,0,0,0.8050686604776045,5342.4,625.0,45.0
200,14,84948,845,16,625-670,68,0,0,0,2.3141012411636903,7441.2,625.0,45.0
201,14,62968,845,16,625-670,59,0,0,1,3.4447425741927553,350.7,625.0,45.0
202,14,14843,845,16,625-670,62,1,0,0,9.499007077083125,10650.88,625.0,45.0
203,14,80627,845,16,625-670,62,1,0,0,2.0501088856964937,1909.12,625.0,45.0
204,14,80627,845,16,625-670,8,1,0,0,2.572768804846073,3419.176,625.0,45.0
205,14,80627,845,16,625-670,43,1,0,0,3.8785889015984156,5510.0,625.0,45.0
206,14,45773,724,16,600-620,32,1,0,1,5.008835299810522,2940.0,600.0,20.0
207,14,87664,724,16,600-620,59,0,0,1,2.186290718224331,607.6,600.0,20.0
208,14,77554,724,16,600-620,17,0,0,1,0.612011081637774,1918.0,600.0,20.0
209,14,87293,724,16,600-620,32,1,0,1,2.6406101993722646,14595.0,600.0,20.0
210,14,87293,724,16,600-620,59,1,0,1,1.1944355793774095,7122.4,600.0,20.0
211,14,9158,724,16,600-620,59,0,0,1,1.6860802728879583,9470.0,600.0,20.0
212,14,4334,724,16,600-620,59,1,0,1,1.232700846118541,5157.6,600.0,20.0
213,14,35271,724,16,600-620,40,1,0,1,5.518339059857062,9440.0,600.0,20.0
214,14,33486,724,16,600-620,17,0,0,1,8.858130845516587,53500.0,600.0,20.0
215,14,19605,724,16,600-620,17,0,0,1,5.512242667896197,17262.0,600.0,20.0
216,14,20934,724,16,600-620,59,0,0,1,2.8638872054313174,1562.4,600.0,20.0
217,14,84482,272,16,600-670,81,0,0,1,4.858277448149675,16460.0,600.0,70.0
218,14,72027,272,5,600-670,81,0,0,1,1.3814295268795178,8249.1,600.0,70.0
219,14,50528,272,5,600-670,59,0,0,1,10.851157772316135,19632.0,600.0,70.0
220,14,3860,272,5,600-670,52,1,0,1,6.585392238740128,13797.0,600.0,70.0
221,14,55261,272,5,600-670,59,0,0,1,3.3206274597587577,11760.0,600.0,70.0
222,14,70620,272,16,600-670,59,0,0,1,0.8434857899024328,352.5,600.0,70.0
223,14,97861,272,5,600-670,59,0,0,1,1.838971123384574,4060.0,600.0,70.0
224,14,72130,272,5,600-670,52,1,0,1,1.6008845822049402,1533.0,600.0,70.0
225,14,72130,272,5,600-670,59,1,0,1,6.292761914722934,12810.0,600.0,70.0
226,14,523,272,5,600-670,59,0,0,1,0.5904935264000398,2290.4,600.0,70.0
227,14,68145,272,5,600-670,59,0,0,1,2.4160034697253305,9161.6,600.0,70.0
228,14,68145,272,5,600-670,81,0,0,1,1.0130210793088825,4523.7,600.0,70.0
229,14,68145,272,5,600-670,52,1,0,1,1.6383848144805668,10388.88,600.0,70.0
230,14,20693,272,5,600-670,59,0,0,1,4.108231213540207,1636.0,600.0,70.0
231,14,20693,272,5,600-670,81,0,0,1,2.9317574150783225,2394.9,600.0,70.0
232,14,20693,272,5,600-670,32,1,0,1,5.7086754390659875,67420.0,600.0,70.0
233,14,20693,272,5,600-670,52,1,0,1,3.133538046001845,14171.12,600.0,70.0
234,14,53171,272,16,600-670,59,0,0,1,4.808908904471147,2404.8,600.0,70.0
235,14,25377,272,16,600-670,59,0,0,1,2.5092959255827147,1997.5,600.0,70.0
236,14,77330,272,16,600-670,59,0,0,1,1.7406519532462335,3470.0,600.0,70.0
237,14,47612,272,16,600-670,59,0,0,1,4.79416089223946,2254.5,600.0,70.0
238,14,28239,272,16,600-670,17,0,0,1,2.0245935883090573,19604.4,600.0,70.0
239,14,58595,272,16,600-670,59,0,0,1,2.2132935480524414,4228.4,600.0,70.0
240,14,58595,272,16,600-670,59,1,0,1,2.1984437109678865,3968.8,600.0,70.0
241,14,62629,272,16,600-670,81,0,0,1,5.249072278789716,19970.0,600.0,70.0
242,14,62629,272,16,600-670,81,1,0,1,4.829672528151932,18210.0,600.0,70.0
243,14,34512,272,16,600-670,59,0,0,1,12.883644749066683,48010.0,600.0,70.0
244,14,87873,272,16,600-670,59,0,0,1,5.530877178671168,8456.8,600.0,70.0
245,14,87873,272,16,600-670,32,1,0,1,1.2715537514212163,5685.6,600.0,70.0
246,14,87873,272,16,600-670,59,1,0,1,5.348967940199999,7937.6,600.0,70.0
247,14,50343,272,16,600-670,87,0,0,0,3.360956542040746,18450.0,600.0,70.0
248,14,50343,272,16,600-670,17,0,0,1,1.9937339546356432,12015.6,600.0,70.0
249,14,60279,272,5,600-670,87,0,0,0,0.7833816091826177,5220.0,600.0,70.0
250,14,53137,272,16,600-670,81,0,0,1,3.611180464088423,11442.3,600.0,70.0
251,14,19679,272,16,600-670,15,1,0,1,3.1349562503193082,12480.0,600.0,70.0
252,14,19679,272,16,600-670,32,1,0,1,4.26608226383649,18004.4,600.0,70.0
253,14,19679,272,16,600-670,52,1,0,1,2.5628434747302196,12590.0,600.0,70.0
254,14,69552,272,16,600-670,59,0,0,1,2.524059168921254,2498.6,600.0,70.0
255,14,69552,272,16,600-670,59,1,0,1,2.4103234750939406,2345.2,600.0,70.0
256,14,69552,272,16,600-670,65,1,0,1,0.9312310148078559,5790.0,600.0,70.0
257,14,62606,272,16,600-670,81,0,0,1,0.45910659815948546,2260.0,600.0,70.0
258,14,62606,272,16,600-670,81,1,0,1,0.45669508310332624,12210.0,600.0,70.0
259,14,65838,272,16,600-670,59,0,0,1,1.5244415780959697,4036.2,600.0,70.0
260,14,65838,272,16,600-670,59,1,0,1,1.5325387433616204,3788.4,600.0,70.0
261,14,13450,939,16,605-615,17,0,0,1,0.7071213483027169,3960.0,605.0,10.0
262,14,69138,939,16,605-615,17,0,0,1,2.71845255181124,15840.0,605.0,10.0
263,14,69138,939,16,605-615,59,0,0,1,2.7065129966517674,15078.7,605.0,10.0
264,14,70449,939,16,605-615,17,0,0,1,3.268280268359017,17630.0,605.0,10.0
265,14,80485,939,16,605-615,59,0,0,1,1.530821655879048,18990.0,605.0,10.0
266,14,50093,939,16,605-615,17,0,0,1,1.0585670932025344,6570.0,605.0,10.0
267,14,59874,939,16,605-615,81,0,0,1,0.8798144766076587,6870.0,605.0,10.0
268,14,38443,939,16,605-615,17,0,0,1,1.0885396220564367,5940.0,605.0,10.0
269,14,51130,939,16,605-615,59,0,0,1,1.9434763302027382,12800.0,605.0,10.0
270,14,25846,939,16,605-615,59,0,0,1,0.21394616245413206,1491.3,605.0,10.0
271,14,27761,700,16,600-610,59,0,0,1,0.9347077179279145,5360.0,600.0,10.0
272,14,13762,700,16,600-610,17,0,0,1,2.4509002632010466,10294.2,600.0,10.0
273,14,56879,700,16,600-610,17,0,0,1,1.412691705476794,6045.8,600.0,10.0
274,14,56879,700,16,600-610,59,0,0,1,1.234386030827977,3720.0,600.0,10.0
275,14,50245,700,16,600-610,17,0,0,1,1.2879056392633033,5070.0,600.0,10.0
276,14,6454,700,16,600-610,59,0,0,1,5.4719260631874675,21460.0,600.0,10.0
277,14,6454,700,16,600-610,81,0,0,1,4.409346423165023,12130.0,600.0,10.0
278,14,22879,700,16,600-610,87,0,0,0,1.7065005621133889,11600.0,600.0,10.0
279,14,22879,700,16,600-610,17,0,0,1,1.741525926866376,13480.0,600.0,10.0
280,14,23421,700,16,600-610,17,0,0,1,0.8035530298549007,1017.3,600.0,10.0
281,14,48438,700,16,600-610,17,0,0,1,0.4476625276389912,3900.4,600.0,10.0
282,14,96414,700,16,600-610,17,0,0,1,0.31647102507917024,4059.6,600.0,10.0
283,14,39276,700,16,600-610,17,1,0,1,0.3877347706552417,3320.0,600.0,10.0
284,14,81397,700,16,600-610,17,0,0,1,1.5923618273973288,4414.9,600.0,10.0
285,14,27819,700,16,600-610,17,0,0,1,5.879646411610387,32892.7,600.0,10.0
286,14,27819,700,16,600-610,59,0,0,1,3.740135714064852,5230.0,600.0,10.0
287,14,39081,700,16,600-610,17,0,0,1,1.4856287624379176,3915.1,600.0,10.0
288,14,61177,700,16,600-610,17,0,0,1,5.242762195511189,350.0,600.0,10.0
289,14,61177,700,16,600-610,32,1,0,1,4.860749069218511,30500.0,600.0,10.0
290,14,61177,700,16,600-610,17,1,0,1,7.251517740052715,41620.0,600.0,10.0
291,14,61177,700,16,600-610,52,1,0,1,7.7119485747885035,35570.0,600.0,10.0
292,14,42164,700,16,600-610,17,1,0,1,0.6012508083156947,4980.0,600.0,10.0
293,14,60635,700,16,600-610,17,0,0,1,2.6326289184240204,22310.0,600.0,10.0
294,14,60635,700,16,600-610,17,1,0,1,2.137479784197197,1380.0,600.0,10.0
295,14,48807,700,16,600-610,17,0,0,1,0.45464669081786707,2390.0,600.0,10.0
296,14,55225,677,5,610,32,1,0,1,2.2062249350501157,17335.0,610.0,0.0
297,14,2916,677,5,610,17,0,0,1,3.98471789787861,12558.0,610.0,0.0
298,14,2916,677,5,610,32,1,0,1,2.3649813823382737,11700.0,610.0,0.0
299,14,2916,677,5,610,59,1,0,1,1.328316436353618,4500.0,610.0,0.0
300,14,96847,677,5,610,17,0,0,1,2.414580978290909,1092.0,610.0,0.0
301,14,34500,677,5,610,32,1,0,1,3.135205595645631,17335.0,610.0,0.0
302,14,68807,839,5,610,17,0,0,1,0.7039145307291349,15600.0,610.0,0.0
303,14,44625,839,5,610,17,0,0,1,1.3479462982185133,6370.0,610.0,0.0
304,14,44625,839,5,610,17,1,0,1,1.3020041239267464,3075.8,610.0,0.0
305,14,37363,839,5,610,17,0,0,1,1.4916432347552036,21840.0,610.0,0.0
306,14,37363,839,5,610,17,1,0,1,1.266708309488622,10545.6,610.0,0.0
307,14,90901,839,5,610,59,0,0,1,6.849245158125924,6806.0,610.0,0.0
308,14,90901,839,5,610,59,1,0,1,7.0971362150041335,20667.0,610.0,0.0
309,14,27360,839,5,610,17,0,0,1,1.034888806942908,1315.4,610.0,0.0
