CAMPAÑA,ID_FINCA,ID_ZONA,ID_ESTACION,ALTITUD,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,ALTITUD_MIN,ALTITUD_DIF,P/S
14,48877,506,16,600-620,59,1,0,1,0.0,15172.338,600.0,20.0,0
14,68089,506,16,600-620,52,1,0,1,0.0,11934.24,600.0,20.0,0
14,68089,506,16,600-620,59,1,0,1,0.0,19997.662,600.0,20.0,0
14,31153,990,18,650-680,32,1,0,1,0.0,2709.7,650.0,30.0,0
14,38454,990,18,650-680,32,1,0,1,0.0,2820.3,650.0,30.0,0
14,2821,990,18,650-680,59,1,0,1,0.0,17210.0,650.0,30.0,0
14,52475,990,18,650-680,59,0,0,1,0.0,5130.0,650.0,30.0,0
14,54960,849,5,680-720,68,0,0,0,0.0,30260.0,680.0,40.0,0
14,68936,849,5,680-720,87,0,0,0,0.0,13030.0,680.0,40.0,0
14,68936,849,5,680-720,40,1,0,1,0.0,5840.0,680.0,40.0,0
14,74003,849,5,680-720,59,0,0,1,0.0,17270.0,680.0,40.0,0
14,68718,849,5,680-720,52,1,0,1,0.0,8470.0,680.0,40.0,0
14,64042,849,5,680-720,59,0,0,1,0.0,21420.0,680.0,40.0,0
14,797,845,16,625-670,68,0,0,0,0.0,10140.0,625.0,45.0,0
14,797,845,16,625-670,59,0,0,1,0.0,32610.0,625.0,45.0,0
14,92218,845,16,625-670,87,0,0,0,0.0,3260.0,625.0,45.0,0
14,92218,845,16,625-670,68,0,0,0,0.0,6296.4,625.0,45.0,0
14,84183,845,16,625-670,59,1,0,1,0.0,1790.0,625.0,45.0,0
14,25422,845,16,625-670,59,0,0,1,0.0,11270.0,625.0,45.0,0
14,84948,845,16,625-670,68,0,0,0,0.0,7441.2,625.0,45.0,0
14,14843,845,16,625-670,62,1,0,0,0.0,10650.88,625.0,45.0,0
14,80627,845,16,625-670,62,1,0,0,0.0,1909.12,625.0,45.0,0
14,80627,845,16,625-670,8,1,0,0,0.0,3419.176,625.0,45.0,0
14,80627,845,16,625-670,43,1,0,0,0.0,5510.0,625.0,45.0,0
14,45773,724,16,600-620,32,1,0,1,0.0,2940.0,600.0,20.0,0
14,87664,724,16,600-620,59,0,0,1,0.0,607.6,600.0,20.0,0
14,87293,724,16,600-620,32,1,0,1,0.0,14595.0,600.0,20.0,0
14,87293,724,16,600-620,59,1,0,1,0.0,7122.4,600.0,20.0,0
14,9158,724,16,600-620,59,0,0,1,0.0,9470.0,600.0,20.0,0
14,35271,724,16,600-620,40,1,0,1,0.0,9440.0,600.0,20.0,0
14,33486,724,16,600-620,17,0,0,1,0.0,53500.0,600.0,20.0,0
14,20934,724,16,600-620,59,0,0,1,0.0,1562.4,600.0,20.0,0
14,84482,272,16,600-670,81,0,0,1,0.0,16460.0,600.0,70.0,0
14,72027,272,5,600-670,81,0,0,1,0.0,8249.1,600.0,70.0,0
14,50528,272,5,600-670,59,0,0,1,0.0,19632.0,600.0,70.0,0
14,55261,272,5,600-670,59,0,0,1,0.0,11760.0,600.0,70.0,0
14,70620,272,16,600-670,59,0,0,1,0.0,352.5,600.0,70.0,0
14,97861,272,5,600-670,59,0,0,1,0.0,4060.0,600.0,70.0,0
14,72130,272,5,600-670,52,1,0,1,0.0,1533.0,600.0,70.0,0
14,72130,272,5,600-670,59,1,0,1,0.0,12810.0,600.0,70.0,0
14,523,272,5,600-670,59,0,0,1,0.0,2290.4,600.0,70.0,0
14,68145,272,5,600-670,59,0,0,1,0.0,9161.6,600.0,70.0,0
14,68145,272,5,600-670,81,0,0,1,0.0,4523.7,600.0,70.0,0
14,68145,272,5,600-670,52,1,0,1,0.0,10388.88,600.0,70.0,0
14,20693,272,5,600-670,59,0,0,1,0.0,1636.0,600.0,70.0,0
14,20693,272,5,600-670,81,0,0,1,0.0,2394.9,600.0,70.0,0
14,20693,272,5,600-670,32,1,0,1,0.0,67420.0,600.0,70.0,0
14,20693,272,5,600-670,52,1,0,1,0.0,14171.12,600.0,70.0,0
14,25377,272,16,600-670,59,0,0,1,0.0,1997.5,600.0,70.0,0
14,77330,272,16,600-670,59,0,0,1,0.0,3470.0,600.0,70.0,0
14,58595,272,16,600-670,59,0,0,1,0.0,4228.4,600.0,70.0,0
14,58595,272,16,600-670,59,1,0,1,0.0,3968.8,600.0,70.0,0
14,62629,272,16,600-670,81,0,0,1,0.0,19970.0,600.0,70.0,0
14,62629,272,16,600-670,81,1,0,1,0.0,18210.0,600.0,70.0,0
14,34512,272,16,600-670,59,0,0,1,0.0,48010.0,600.0,70.0,0
14,87873,272,16,600-670,59,0,0,1,0.0,8456.8,600.0,70.0,0
14,87873,272,16,600-670,32,1,0,1,0.0,5685.6,600.0,70.0,0
14,87873,272,16,600-670,59,1,0,1,0.0,7937.6,600.0,70.0,0
14,50343,272,16,600-670,87,0,0,0,0.0,18450.0,600.0,70.0,0
14,50343,272,16,600-670,17,0,0,1,0.0,12015.6,600.0,70.0,0
14,60279,272,5,600-670,87,0,0,0,0.0,5220.0,600.0,70.0,0
14,53137,272,16,600-670,81,0,0,1,0.0,11442.3,600.0,70.0,0
14,19679,272,16,600-670,15,1,0,1,0.0,12480.0,600.0,70.0,0
14,19679,272,16,600-670,32,1,0,1,0.0,18004.4,600.0,70.0,0
14,19679,272,16,600-670,52,1,0,1,0.0,12590.0,600.0,70.0,0
14,69552,272,16,600-670,59,0,0,1,0.0,2498.6,600.0,70.0,0
14,69552,272,16,600-670,59,1,0,1,0.0,2345.2,600.0,70.0,0
14,69552,272,16,600-670,65,1,0,1,0.0,5790.0,600.0,70.0,0
14,62606,272,16,600-670,81,0,0,1,0.0,2260.0,600.0,70.0,0
14,62606,272,16,600-670,81,1,0,1,0.0,12210.0,600.0,70.0,0
14,65838,272,16,600-670,59,0,0,1,0.0,4036.2,600.0,70.0,0
14,65838,272,16,600-670,59,1,0,1,0.0,3788.4,600.0,70.0,0
14,13450,939,16,605-615,17,0,0,1,0.0,3960.0,605.0,10.0,0
14,69138,939,16,605-615,17,0,0,1,0.0,15840.0,605.0,10.0,0
14,69138,939,16,605-615,59,0,0,1,0.0,15078.7,605.0,10.0,0
14,70449,939,16,605-615,17,0,0,1,0.0,17630.0,605.0,10.0,0
14,50093,939,16,605-615,17,0,0,1,0.0,6570.0,605.0,10.0,0
14,38443,939,16,605-615,17,0,0,1,0.0,5940.0,605.0,10.0,0
14,27761,700,16,600-610,59,0,0,1,0.0,5360.0,600.0,10.0,0
14,6454,700,16,600-610,59,0,0,1,0.0,21460.0,600.0,10.0,0
14,6454,700,16,600-610,81,0,0,1,0.0,12130.0,600.0,10.0,0
14,22879,700,16,600-610,87,0,0,0,0.0,11600.0,600.0,10.0,0
14,22879,700,16,600-610,17,0,0,1,0.0,13480.0,600.0,10.0,0
14,23421,700,16,600-610,17,0,0,1,0.0,1017.3,600.0,10.0,0
14,48438,700,16,600-610,17,0,0,1,0.0,3900.4,600.0,10.0,0
14,96414,700,16,600-610,17,0,0,1,0.0,4059.6,600.0,10.0,0
14,39276,700,16,600-610,17,1,0,1,0.0,3320.0,600.0,10.0,0
14,27819,700,16,600-610,17,0,0,1,0.0,32892.7,600.0,10.0,0
14,27819,700,16,600-610,59,0,0,1,0.0,5230.0,600.0,10.0,0
14,61177,700,16,600-610,17,0,0,1,0.0,350.0,600.0,10.0,0
14,61177,700,16,600-610,32,1,0,1,0.0,30500.0,600.0,10.0,0
14,61177,700,16,600-610,17,1,0,1,0.0,41620.0,600.0,10.0,0
14,61177,700,16,600-610,52,1,0,1,0.0,35570.0,600.0,10.0,0
14,42164,700,16,600-610,17,1,0,1,0.0,4980.0,600.0,10.0,0
14,60635,700,16,600-610,17,0,0,1,0.0,22310.0,600.0,10.0,0
14,60635,700,16,600-610,17,1,0,1,0.0,1380.0,600.0,10.0,0
14,48807,700,16,600-610,17,0,0,1,0.0,2390.0,600.0,10.0,0
14,55225,677,5,610,32,1,0,1,0.0,17335.0,610.0,0.0,0
14,2916,677,5,610,17,0,0,1,0.0,12558.0,610.0,0.0,0
14,2916,677,5,610,32,1,0,1,0.0,11700.0,610.0,0.0,0
14,2916,677,5,610,59,1,0,1,0.0,4500.0,610.0,0.0,0
14,96847,677,5,610,17,0,0,1,0.0,1092.0,610.0,0.0,0
14,34500,677,5,610,32,1,0,1,0.0,17335.0,610.0,0.0,0
14,68807,839,5,610,17,0,0,1,0.0,15600.0,610.0,0.0,0
14,44625,839,5,610,17,0,0,1,0.0,6370.0,610.0,0.0,0
14,44625,839,5,610,17,1,0,1,0.0,3075.8,610.0,0.0,0
14,90901,839,5,610,59,0,0,1,0.0,6806.0,610.0,0.0,0
14,90901,839,5,610,59,1,0,1,0.0,20667.0,610.0,0.0,0
14,92583,839,5,610,87,0,0,0,0.0,8560.0,610.0,0.0,0
14,92583,839,5,610,17,0,0,1,0.0,1562.4,610.0,0.0,0
14,11395,839,5,610,17,0,0,1,0.0,25310.0,610.0,0.0,0
14,11395,839,5,610,59,0,0,1,0.0,6230.0,610.0,0.0,0
14,11395,839,5,610,59,1,0,1,0.0,37260.0,610.0,0.0,0
14,56446,839,5,610,59,0,0,1,0.0,1869.4,610.0,0.0,0
14,73893,839,5,610,65,1,0,1,0.0,9870.0,610.0,0.0,0
14,61431,839,5,610,59,1,0,1,0.0,8710.0,610.0,0.0,0
14,55518,839,5,610,17,0,0,1,0.0,9470.0,610.0,0.0,0
14,17407,839,5,610,59,0,0,1,0.0,10497.4,610.0,0.0,0
14,30114,839,5,610,59,0,0,1,0.0,1394.0,610.0,0.0,0
14,30114,839,5,610,59,1,0,1,0.0,4233.0,610.0,0.0,0
14,2716,839,5,610,17,0,0,1,0.0,4017.6,610.0,0.0,0
14,86267,839,5,610,52,0,0,1,0.0,1740.0,610.0,0.0,0
14,57440,839,5,610,32,1,0,1,0.0,4860.0,610.0,0.0,0
14,67670,751,5,600-620,17,0,0,1,0.0,646.2,600.0,20.0,0
14,67670,751,5,600-620,17,1,0,1,0.0,4458.6,600.0,20.0,0
14,13313,751,5,600-620,17,0,0,1,0.0,10523.2,600.0,20.0,0
14,56863,751,5,600-620,17,0,0,1,0.0,1436.0,600.0,20.0,0
14,56863,751,5,600-620,17,1,0,1,0.0,9908.0,600.0,20.0,0
14,28410,751,5,600-620,17,0,0,1,0.0,5097.8,600.0,20.0,0
14,28410,751,5,600-620,17,1,0,1,0.0,35173.4,600.0,20.0,0
14,49130,751,5,600-620,17,0,0,1,0.0,5919.3,600.0,20.0,0
14,93538,373,5,670,17,0,0,1,0.0,16170.0,670.0,0.0,0
14,93538,373,5,670,59,0,0,1,0.0,4270.0,670.0,0.0,0
14,69576,373,5,670,68,0,0,0,0.0,3396.0,670.0,0.0,0
14,75702,373,5,670,17,0,0,1,0.0,17290.0,670.0,0.0,0
14,75702,373,5,670,17,1,0,1,0.0,8348.6,670.0,0.0,0
14,85546,373,5,670,68,0,0,0,0.0,22357.0,670.0,0.0,0
14,85546,373,5,670,17,0,0,1,0.0,14469.4,670.0,0.0,0
14,91794,373,5,670,68,0,0,0,0.0,2547.0,670.0,0.0,0
14,33453,170,5,620-640,17,0,0,1,0.0,10475.4,620.0,20.0,0
14,91148,170,5,620-640,17,0,0,1,0.0,20334.6,620.0,20.0,0
14,31899,170,5,620-640,17,0,0,1,0.0,10380.0,620.0,20.0,0
14,25671,209,18,620-640,68,0,0,0,0.0,11180.0,620.0,20.0,0
14,25671,209,18,620-640,52,0,0,1,0.0,2548.4,620.0,20.0,0
14,5897,209,18,620-640,15,1,0,1,0.0,14340.0,620.0,20.0,0
14,63812,209,18,620-640,40,0,0,1,0.0,5230.0,620.0,20.0,0
14,44713,511,16,620,59,0,0,1,0.0,7880.0,620.0,0.0,0
14,39495,511,16,620,17,0,0,1,0.0,17820.0,620.0,0.0,0
14,66350,417,18,660-680,32,1,0,1,0.0,15130.0,660.0,20.0,0
14,66350,417,18,660-680,59,1,0,1,0.0,13810.0,660.0,20.0,0
14,82928,417,18,660-680,15,1,0,1,0.0,15840.0,660.0,20.0,0
14,82928,417,18,660-680,32,1,0,1,0.0,14870.0,660.0,20.0,0
14,63365,417,18,660-680,59,0,0,1,0.0,18920.0,660.0,20.0,0
14,87434,417,18,660-680,15,1,0,1,0.0,7520.0,660.0,20.0,0
14,76588,417,18,660-680,59,0,0,1,0.0,8390.0,660.0,20.0,0
14,76588,417,18,660-680,32,1,0,1,0.0,22670.0,660.0,20.0,0
14,55497,417,18,660-680,59,0,0,1,0.0,13620.0,660.0,20.0,0
14,71764,36,18,630-640,87,1,0,0,0.0,24400.0,630.0,10.0,0
14,71764,36,18,630-640,17,1,0,1,0.0,32176.2,630.0,10.0,0
14,4052,36,18,630-640,17,1,0,1,0.0,20684.7,630.0,10.0,0
14,17043,36,18,630-640,17,1,0,1,0.0,23749.1,630.0,10.0,0
14,52973,36,18,630-640,43,1,0,0,0.0,4920.0,630.0,10.0,0
14,39112,266,18,650-660,32,1,0,1,0.0,44650.0,650.0,10.0,0
14,43256,266,18,650-660,87,0,0,0,0.0,450.0,650.0,10.0,0
14,43256,266,18,650-660,87,1,0,0,0.0,4720.0,650.0,10.0,0
14,93168,266,18,650-660,59,0,0,1,0.0,6784.0,650.0,10.0,0
14,67743,266,18,650-660,59,0,0,1,0.0,5088.0,650.0,10.0,0
14,55823,266,18,650-660,59,0,0,1,0.0,5088.0,650.0,10.0,0
14,38025,266,18,650-660,59,0,0,1,0.0,30170.0,650.0,10.0,0
14,11536,803,5,630-640,32,1,0,1,0.0,4490.0,630.0,10.0,0
14,75171,803,5,630-640,17,0,0,1,0.0,1249.3,630.0,10.0,0
14,75171,803,5,630-640,17,1,0,1,0.0,9656.5,630.0,10.0,0
14,98140,803,5,630-640,84,0,0,0,0.0,3591.7,630.0,10.0,0
14,98140,803,5,630-640,87,1,0,0,0.0,1080.0,630.0,10.0,0
14,98140,803,5,630-640,59,1,0,1,0.0,22401.5,630.0,10.0,0
14,78281,803,5,630-640,17,0,0,1,0.0,18640.0,630.0,10.0,0
14,78281,803,5,630-640,59,1,0,1,0.0,18328.5,630.0,10.0,0
14,74427,803,5,630-640,17,0,0,1,0.0,1088.1,630.0,10.0,0
14,74427,803,5,630-640,17,1,0,1,0.0,8410.5,630.0,10.0,0
14,21807,803,5,630-640,59,0,0,1,0.0,5320.0,630.0,10.0,0
14,10091,803,5,630-640,87,0,0,0,0.0,5100.0,630.0,10.0,0
14,85548,803,5,630-640,84,0,0,0,0.0,1832.5,630.0,10.0,0
14,85548,803,5,630-640,32,1,0,1,0.0,10610.0,630.0,10.0,0
14,85548,803,5,630-640,26,1,0,1,0.0,31930.0,630.0,10.0,0
14,85548,803,5,630-640,52,1,0,1,0.0,566.4,630.0,10.0,0
14,71300,803,5,630-640,68,0,0,0,0.0,7500.0,630.0,10.0,0
14,71300,803,5,630-640,84,0,0,0,0.0,1905.8,630.0,10.0,0
14,71300,803,5,630-640,52,1,0,1,0.0,1203.6,630.0,10.0,0
14,88691,803,5,630-640,17,0,0,1,0.0,1692.6,630.0,10.0,0
14,88691,803,5,630-640,17,1,0,1,0.0,13083.0,630.0,10.0,0
14,2083,284,5,630-670,59,0,0,1,0.0,10970.0,630.0,40.0,0
14,38481,284,5,630-670,59,0,0,1,0.0,14483.7,630.0,40.0,0
14,84689,284,5,630-670,87,0,0,0,0.0,4735.5,630.0,40.0,0
14,81034,284,5,630-670,87,0,0,0,0.0,6814.5,630.0,40.0,0
14,81034,284,5,630-670,59,0,0,1,0.0,4020.0,630.0,40.0,0
14,11587,284,5,630-670,87,0,0,0,0.0,5022.0,630.0,40.0,0
14,11587,284,5,630-670,68,0,0,0,0.0,11535.1,630.0,40.0,0
14,11587,284,5,630-670,59,0,0,1,0.0,5120.0,630.0,40.0,0
14,11587,284,5,630-670,59,1,0,1,0.0,4340.0,630.0,40.0,0
14,28362,284,5,630-670,9,1,0,0,0.0,2310.0,630.0,40.0,0
14,44150,653,18,635,17,0,0,1,0.0,2530.0,635.0,0.0,0
14,44150,653,18,635,59,0,0,1,0.0,9500.0,635.0,0.0,0
14,44150,653,18,635,32,1,0,1,0.0,5070.0,635.0,0.0,0
14,44150,653,18,635,9,1,0,0,0.0,5640.0,635.0,0.0,0
14,79247,653,18,635,32,1,0,1,0.0,27720.0,635.0,0.0,0
14,79247,653,18,635,59,1,0,1,0.0,7760.0,635.0,0.0,0
14,8954,653,18,635,32,1,0,1,0.0,3728.1,635.0,0.0,0
14,29262,653,18,635,17,1,0,1,0.0,10722.8,635.0,0.0,0
14,29262,653,18,635,59,1,0,1,0.0,12556.0,635.0,0.0,0
14,37371,653,18,635,32,1,0,1,0.0,5263.2,635.0,0.0,0
14,89417,653,18,635,32,1,0,1,0.0,11403.6,635.0,0.0,0
14,89417,653,18,635,17,1,0,1,0.0,13647.2,635.0,0.0,0
14,89417,653,18,635,59,1,0,1,0.0,18834.0,635.0,0.0,0
14,11220,653,18,635,87,0,0,0,0.0,870.0,635.0,0.0,0
14,11220,653,18,635,17,0,0,1,0.0,19400.0,635.0,0.0,0
14,70754,669,18,645-660,59,1,0,1,0.0,21673.3,645.0,15.0,0
14,20041,669,18,645-660,17,1,0,1,0.0,45740.0,645.0,15.0,0
14,20041,669,18,645-660,59,1,0,1,0.0,64466.7,645.0,15.0,0
14,20041,669,18,645-660,65,1,0,1,0.0,28497.7,645.0,15.0,0
14,5760,669,18,645-660,65,1,0,1,0.0,8512.3,645.0,15.0,0
14,80942,513,18,610-635,17,1,0,1,0.0,24597.0,610.0,25.0,0
14,38512,513,18,610-635,17,1,0,1,0.0,30336.3,610.0,25.0,0
14,84051,513,18,610-635,17,1,0,1,0.0,45863.4,610.0,25.0,0
14,84051,513,18,610-635,59,1,0,1,0.0,12852.0,610.0,25.0,0
14,2360,513,18,610-635,59,1,0,1,0.0,27702.0,610.0,25.0,0
14,52160,513,18,610-635,17,1,0,1,0.0,23626.6,610.0,25.0,0
14,50486,513,18,610-635,59,1,0,1,0.0,10948.0,610.0,25.0,0
14,10376,513,18,610-635,9,1,0,0,0.0,20170.0,610.0,25.0,0
14,10376,513,18,610-635,17,1,0,1,0.0,27056.7,610.0,25.0,0
