,CAMPAÑA,ID_FINCA,ID_ZONA,ID_ESTACION,ALTITUD,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,ALTITUD_MIN,ALTITUD_DIF,P/S
2283,16,48652,919,14,650-660,68,0,0,0,0.0,5610.0,650.0,10.0,"6136,817117"
2284,16,48652,919,14,650-660,17,0,0,1,0.0,4012.8,650.0,10.0,"6136,817117"
2285,16,48652,919,14,650-660,59,0,0,1,0.0,4780.0,650.0,10.0,"6136,817117"
2286,16,39664,919,14,650-660,68,0,0,0,0.0,6320.0,650.0,10.0,"6136,817117"
2287,16,39664,919,14,650-660,59,0,0,1,0.0,2900.0,650.0,10.0,"6136,817117"
2288,16,39664,919,14,650-660,59,1,0,1,0.0,3675.0,650.0,10.0,"6136,817117"
2289,16,3010,919,14,650-660,68,0,0,0,0.0,5900.0,650.0,10.0,"6136,817117"
2290,16,3010,919,14,650-660,59,0,0,1,0.0,8330.0,650.0,10.0,"6136,817117"
2291,16,50946,919,14,650-660,68,0,0,0,0.0,12630.0,650.0,10.0,"6136,817117"
2292,16,50946,919,14,650-660,59,0,0,1,0.0,3530.0,650.0,10.0,"6136,817117"
2293,16,38795,464,14,650-660,40,1,0,1,0.0,3461.388,650.0,10.0,"6136,817117"
2294,16,43705,464,14,650-660,17,1,0,1,0.0,17570.0,650.0,10.0,"6136,817117"
2295,16,93182,464,14,650-660,40,1,0,1,0.0,4958.73,650.0,10.0,"6136,817117"
2296,16,24404,464,14,650-660,32,1,0,1,0.0,28458.304,650.0,10.0,"6136,817117"
2297,16,24404,464,14,650-660,81,1,0,1,0.0,2430.0,650.0,10.0,"6136,817117"
2298,16,70378,464,14,650-660,9,1,0,0,0.0,2210.0,650.0,10.0,"6136,817117"
2299,16,1592,464,3,650-660,32,1,0,1,0.0,234.828,650.0,10.0,"6136,817117"
2300,16,20943,464,3,650-660,32,1,0,1,0.0,118.503,650.0,10.0,"6136,817117"
2301,16,10999,464,3,650-660,32,1,0,1,0.0,49.203,650.0,10.0,"6136,817117"
2302,16,23983,464,3,650-660,32,1,0,1,0.0,71.28,650.0,10.0,"6136,817117"
2303,16,966,464,3,650-660,32,1,0,1,0.0,48.015,650.0,10.0,"6136,817117"
2304,16,71061,464,3,650-660,32,1,0,1,0.0,158.499,650.0,10.0,"6136,817117"
2305,16,39360,464,3,650-660,32,1,0,1,0.0,200.277,650.0,10.0,"6136,817117"
2306,16,86582,464,14,650-660,17,0,0,1,0.0,110120.0,650.0,10.0,"6136,817117"
2307,16,86582,464,14,650-660,59,0,0,1,0.0,7384.8,650.0,10.0,"6136,817117"
2308,16,83472,464,14,650-660,17,0,0,1,0.0,35480.0,650.0,10.0,"6136,817117"
2309,16,83472,464,14,650-660,59,0,0,1,0.0,99950.0,650.0,10.0,"6136,817117"
2310,16,77984,464,14,650-660,17,1,0,1,0.0,7546.188,650.0,10.0,"6136,817117"
2311,16,77984,464,14,650-660,59,1,0,1,0.0,2988.468,650.0,10.0,"6136,817117"
2312,16,77984,464,14,650-660,81,1,0,1,0.0,5452.785,650.0,10.0,"6136,817117"
2313,16,13054,464,14,650-660,17,1,0,1,0.0,30279.912,650.0,10.0,"6136,817117"
2314,16,13054,464,14,650-660,59,1,0,1,0.0,9898.245,650.0,10.0,"6136,817117"
2315,16,13054,464,14,650-660,81,1,0,1,0.0,10472.085,650.0,10.0,"6136,817117"
2316,16,13802,464,3,650-660,59,1,0,1,0.0,1590.0,650.0,10.0,"6136,817117"
2317,16,1142,464,14,650-660,59,0,0,1,0.0,1086.0,650.0,10.0,"6136,817117"
2318,16,16692,464,14,650-660,32,1,0,1,0.0,12843.882,650.0,10.0,"6136,817117"
2319,16,16692,464,14,650-660,17,1,0,1,0.0,7546.188,650.0,10.0,"6136,817117"
2320,16,16692,464,14,650-660,59,1,0,1,0.0,3089.772,650.0,10.0,"6136,817117"
2321,16,78846,464,14,650-660,17,1,0,1,0.0,5757.18,650.0,10.0,"6136,817117"
2322,16,78846,464,14,650-660,59,1,0,1,0.0,3786.237,650.0,10.0,"6136,817117"
2323,16,59317,464,14,650-660,17,1,0,1,0.0,8611.98,650.0,10.0,"6136,817117"
2324,16,59317,464,14,650-660,59,1,0,1,0.0,3085.551,650.0,10.0,"6136,817117"
2325,16,83605,464,14,650-660,59,1,0,1,0.0,2830.0,650.0,10.0,"6136,817117"
2326,16,10133,464,14,650-660,17,0,0,1,0.0,2040.0,650.0,10.0,"6136,817117"
2327,16,75065,464,14,650-660,59,0,0,1,0.0,1954.8,650.0,10.0,"6136,817117"
2328,16,18976,464,14,650-660,32,1,0,1,0.0,11920.0,650.0,10.0,"6136,817117"
2329,16,25825,464,14,650-660,17,0,0,1,0.0,4867.028,650.0,10.0,"6136,817117"
2330,16,9609,464,14,650-660,17,0,0,1,0.0,6547.2,650.0,10.0,"6136,817117"
2331,16,92531,464,14,650-660,59,0,0,1,0.0,2900.0,650.0,10.0,"6136,817117"
2332,16,92531,464,14,650-660,59,1,0,1,0.0,3675.0,650.0,10.0,"6136,817117"
2333,16,80506,464,14,650-660,40,1,0,1,0.0,5469.882,650.0,10.0,"6136,817117"
2334,16,68025,464,14,650-660,17,0,0,1,0.0,4950.0,650.0,10.0,"6136,817117"
2335,16,70951,464,14,650-660,17,0,0,1,0.0,5640.0,650.0,10.0,"6136,817117"
2336,16,42732,82,14,650-660,17,0,0,1,0.0,17860.0,654.5017182130584,9.192439862542955,"6136,817117"
2337,16,83373,898,8,700,81,0,0,1,0.0,8457.6,700.0,0.0,"6136,817117"
2338,16,86944,898,8,700,81,0,0,1,0.0,10043.4,700.0,0.0,"6136,817117"
2339,16,80268,898,8,700,81,0,0,1,0.0,7929.0,700.0,0.0,"6136,817117"
2340,16,86971,411,8,690,81,0,0,1,0.0,6780.0,690.0,0.0,"6136,817117"
2341,16,36535,186,8,695,17,0,0,1,0.0,5860.0,695.0,0.0,"6136,817117"
2342,16,36535,186,8,695,59,0,0,1,0.0,3050.0,695.0,0.0,"6136,817117"
2343,16,84613,165,14,700,59,0,0,1,0.0,20220.0,700.0,0.0,"6136,817117"
2344,16,84613,165,14,700,81,0,0,1,0.0,3896.266,700.0,0.0,"6136,817117"
2345,16,75318,165,8,700,59,0,0,1,0.0,9860.0,700.0,0.0,"6136,817117"
2346,16,37005,165,14,700,81,0,0,1,0.0,12828.64,700.0,0.0,"6136,817117"
2347,16,18632,165,8,700,52,0,0,1,0.0,580.0,700.0,0.0,"6136,817117"
2348,16,18632,165,8,700,52,1,0,1,0.0,33540.0,700.0,0.0,"6136,817117"
2349,16,16613,165,8,700,17,0,0,1,0.0,19322.972,700.0,0.0,"6136,817117"
2350,16,32060,165,14,700,17,0,0,1,0.0,28601.0,700.0,0.0,"6136,817117"
2351,16,32060,165,14,700,81,0,0,1,0.0,4945.094,700.0,0.0,"6136,817117"
2352,16,80453,165,8,700,81,0,0,1,0.0,3070.0,700.0,0.0,"6136,817117"
2353,16,94968,428,3,730,32,1,0,1,0.0,22170.0,730.0,0.0,"6136,817117"
2354,16,13439,428,14,730,32,1,0,1,0.0,109.395,730.0,0.0,"6136,817117"
2355,16,79301,592,17,820,59,0,0,1,0.0,3749.6,820.0,0.0,"6136,817117"
2356,16,27102,592,17,820,59,0,0,1,0.0,4970.4,820.0,0.0,"6136,817117"
2357,16,19515,973,2,500,32,1,0,1,0.0,28147.0,500.0,0.0,"6136,817117"
2358,16,35465,964,2,500,32,1,0,1,0.0,20105.0,500.0,0.0,"6136,817117"
2359,16,37826,964,2,500,32,1,0,1,0.0,24930.2,500.0,0.0,"6136,817117"
2360,16,37826,964,2,500,17,1,0,1,0.0,80440.0,500.0,0.0,"6136,817117"
2361,16,49672,828,2,500,32,1,0,1,0.0,7237.8,500.0,0.0,"6136,817117"
2362,16,6321,44,7,620-640,59,0,0,1,0.0,2909.7,620.0,20.0,"6136,817117"
2363,16,18939,44,7,620-640,59,0,0,1,0.0,1860.3,620.0,20.0,"6136,817117"
2364,16,74473,44,7,620-640,59,1,0,1,0.0,11290.0,620.0,20.0,"6136,817117"
2365,16,40200,44,7,620-640,71,0,0,1,0.0,591.0,620.0,20.0,"6136,817117"
2366,16,40200,44,7,620-640,87,0,0,0,0.0,5500.0,620.0,20.0,"6136,817117"
2367,16,40200,44,7,620-640,68,0,0,0,0.0,1910.0,620.0,20.0,"6136,817117"
2368,16,38272,44,7,620-640,71,0,0,1,0.0,1379.0,620.0,20.0,"6136,817117"
2369,16,38272,44,7,620-640,17,0,0,1,0.0,6030.0,620.0,20.0,"6136,817117"
2370,16,38272,44,7,620-640,81,0,0,1,0.0,14200.0,620.0,20.0,"6136,817117"
2371,16,27629,44,7,620-640,32,1,0,1,0.0,18360.0,620.0,20.0,"6136,817117"
2372,16,55404,899,16,640,81,0,0,1,0.0,23625.0,640.0,0.0,"6136,817117"
2373,16,99693,899,16,640,81,0,0,1,0.0,15931.125,640.0,0.0,"6136,817117"
2374,16,6544,899,16,640,81,0,0,1,0.0,259.875,640.0,0.0,"6136,817117"
2375,16,91094,379,16,610-630,59,0,0,1,0.0,6163.6,610.0,20.0,"6136,817117"
2376,16,37661,379,16,610-630,59,0,0,1,0.0,6488.0,610.0,20.0,"6136,817117"
2377,16,2891,379,16,610-630,59,0,0,1,0.0,3568.4,610.0,20.0,"6136,817117"
2378,16,3555,379,16,610-630,59,0,0,1,0.0,12651.6,610.0,20.0,"6136,817117"
2379,16,72124,379,16,610-630,32,1,0,1,0.0,7227.5,610.0,20.0,"6136,817117"
2380,16,18581,379,16,610-630,59,1,0,1,0.0,1599.696,610.0,20.0,"6136,817117"
2381,16,13822,379,16,610-630,59,1,0,1,0.0,3448.872,610.0,20.0,"6136,817117"
2382,16,23846,379,16,610-630,59,1,0,1,0.0,10071.432,610.0,20.0,"6136,817117"
2383,16,89768,379,7,610-630,52,1,0,1,0.0,14740.0,610.0,20.0,"6136,817117"
2384,16,57254,379,7,610-630,32,1,0,1,0.0,17470.0,610.0,20.0,"6136,817117"
2385,16,57254,379,7,610-630,59,1,0,1,0.0,14130.0,610.0,20.0,"6136,817117"
2386,16,80170,379,7,610-630,32,1,0,1,0.0,6092.5,610.0,20.0,"6136,817117"
2387,16,80170,379,7,610-630,59,1,0,1,0.0,5990.0,610.0,20.0,"6136,817117"
2388,16,3091,379,16,610-630,81,0,0,1,0.0,30507.75,610.0,20.0,"6136,817117"
2389,16,35785,379,16,610-630,81,0,0,1,0.0,1260.0,610.0,20.0,"6136,817117"
2390,16,80479,379,7,610-630,52,0,0,1,0.0,13420.0,610.0,20.0,"6136,817117"
2391,16,80479,379,7,610-630,52,1,0,1,0.0,19960.0,610.0,20.0,"6136,817117"
2392,16,88517,379,16,610-630,87,0,0,0,0.0,7850.0,610.0,20.0,"6136,817117"
2393,16,61928,379,16,610-630,81,0,0,1,0.0,7166.25,610.0,20.0,"6136,817117"
2394,16,87201,379,16,610-630,59,0,0,1,0.0,3568.4,610.0,20.0,"6136,817117"
2395,16,94886,726,7,610,32,1,0,1,0.0,26902.668,610.0,0.0,"6136,817117"
2396,16,44512,726,7,610,32,1,0,1,0.0,28727.332,610.0,0.0,"6136,817117"
2397,16,63181,726,7,610,68,0,0,0,0.0,5800.0,610.0,0.0,"6136,817117"
2398,16,63181,726,7,610,17,0,0,1,0.0,15070.0,610.0,0.0,"6136,817117"
2399,16,54915,726,7,610,15,1,0,1,0.0,14820.0,610.0,0.0,"6136,817117"
2400,16,96975,726,7,610,59,0,0,1,0.0,6262.2,610.0,0.0,"6136,817117"
2401,16,68761,726,7,610,17,0,0,1,0.0,4560.0,610.0,0.0,"6136,817117"
2402,16,68761,726,7,610,59,0,0,1,0.0,8647.8,610.0,0.0,"6136,817117"
2403,16,85950,474,7,620-630,9,1,0,0,0.0,11644.165,620.0,10.0,"6136,817117"
2404,16,1270,474,7,620-630,9,1,0,0,0.0,13305.835,620.0,10.0,"6136,817117"
2405,16,12869,474,7,620-630,81,1,0,1,0.0,31180.0,620.0,10.0,"6136,817117"
2406,16,87878,474,7,620-630,15,1,0,1,0.0,26270.0,620.0,10.0,"6136,817117"
2407,16,56444,893,7,580-600,59,0,0,1,0.0,7680.0,580.0,20.0,"6136,817117"
2408,16,64499,893,7,580-600,32,1,0,1,0.0,12185.0,580.0,20.0,"6136,817117"
2409,16,84904,893,7,580-600,32,1,0,1,0.0,6092.5,580.0,20.0,"6136,817117"
2410,16,95008,893,7,580-600,17,0,0,1,0.0,5060.0,580.0,20.0,"6136,817117"
2411,16,23668,893,7,580-600,59,1,0,1,0.0,13290.0,580.0,20.0,"6136,817117"
2412,16,35287,893,7,580-600,68,0,0,0,0.0,8630.0,580.0,20.0,"6136,817117"
2413,16,35287,893,7,580-600,17,0,0,1,0.0,27400.0,580.0,20.0,"6136,817117"
2414,16,15575,100,15,655,59,0,0,1,0.0,17950.0,655.0,0.0,"6136,817117"
2415,16,58567,506,7,600-620,17,1,0,1,0.0,22810.0,600.0,20.0,"6136,817117"
2416,16,14470,506,7,600-620,17,1,0,1,0.0,23300.0,600.0,20.0,"6136,817117"
2417,16,14470,506,7,600-620,59,1,0,1,0.0,9860.0,600.0,20.0,"6136,817117"
2418,16,22452,506,14,600-620,32,1,0,1,0.0,70670.0,600.0,20.0,"6136,817117"
2419,16,18139,506,7,600-620,17,0,0,1,0.0,8090.0,600.0,20.0,"6136,817117"
2420,16,18139,506,7,600-620,59,0,0,1,0.0,8010.0,600.0,20.0,"6136,817117"
2421,16,89440,506,7,600-620,40,1,0,1,0.0,6910.0,600.0,20.0,"6136,817117"
2422,16,89440,506,7,600-620,26,1,0,1,0.0,14780.0,600.0,20.0,"6136,817117"
2423,16,45489,506,16,600-620,32,1,0,1,0.0,38814.93,600.0,20.0,"6136,817117"
2424,16,45489,506,16,600-620,26,1,0,1,0.0,6068.628,600.0,20.0,"6136,817117"
2425,16,48877,506,16,600-620,32,1,0,1,0.0,73205.07,600.0,20.0,"6136,817117"
2426,16,48877,506,16,600-620,52,1,0,1,0.0,17980.64,600.0,20.0,"6136,817117"
2427,16,48877,506,16,600-620,59,1,0,1,0.0,30180.744,600.0,20.0,"6136,817117"
2428,16,68089,506,16,600-620,26,1,0,1,0.0,7471.372,600.0,20.0,"6136,817117"
2429,16,68089,506,16,600-620,52,1,0,1,0.0,23259.36,600.0,20.0,"6136,817117"
2430,16,68089,506,16,600-620,59,1,0,1,0.0,39779.256,600.0,20.0,"6136,817117"
2431,16,38454,990,18,650-680,32,1,0,1,0.0,5288.7,650.0,30.0,"6136,817117"
2432,16,2821,990,18,650-680,59,1,0,1,0.0,21210.0,650.0,30.0,"6136,817117"
2433,16,52475,990,18,650-680,59,0,0,1,0.0,7530.0,650.0,30.0,"6136,817117"
2434,16,18410,990,18,650-680,32,1,0,1,0.0,5081.3,650.0,30.0,"6136,817117"
2435,16,88005,844,18,680-720,52,1,0,1,0.0,11096.775,680.0,40.0,"6136,817117"
2436,16,86193,844,18,680-720,59,0,0,1,0.0,14990.0,680.0,40.0,"6136,817117"
2437,16,70752,849,5,680-720,84,1,0,0,0.0,12160.0,680.0,40.0,"6136,817117"
2438,16,54960,849,5,680-720,68,0,0,0,0.0,5583.492,680.0,40.0,"6136,817117"
2439,16,68936,849,5,680-720,87,0,0,0,0.0,2304.043,680.0,40.0,"6136,817117"
2440,16,68936,849,5,680-720,40,1,0,1,0.0,7830.0,680.0,40.0,"6136,817117"
2441,16,74003,849,5,680-720,59,1,0,1,0.0,18940.0,680.0,40.0,"6136,817117"
2442,16,81073,849,5,680-720,40,0,0,1,0.0,5970.0,680.0,40.0,"6136,817117"
2443,16,81073,849,5,680-720,32,1,0,1,0.0,10310.0,680.0,40.0,"6136,817117"
2444,16,81073,849,5,680-720,52,1,0,1,0.0,16100.0,680.0,40.0,"6136,817117"
2445,16,68718,849,5,680-720,52,1,0,1,0.0,11250.0,680.0,40.0,"6136,817117"
2446,16,64042,849,5,680-720,59,0,0,1,0.0,36680.0,680.0,40.0,"6136,817117"
2447,16,17183,849,5,680-720,43,1,0,0,0.0,2100.0,680.0,40.0,"6136,817117"
2448,16,797,845,16,625-670,68,0,0,0,0.0,14690.0,625.0,45.0,"6136,817117"
2449,16,797,845,16,625-670,59,0,0,1,0.0,41240.0,625.0,45.0,"6136,817117"
2450,16,92218,845,16,625-670,68,0,0,0,0.0,5474.7,625.0,45.0,"6136,817117"
2451,16,84183,845,16,625-670,59,1,0,1,0.0,5090.0,625.0,45.0,"6136,817117"
2452,16,37952,845,16,625-670,81,0,0,1,0.0,7170.0,625.0,45.0,"6136,817117"
2453,16,11799,845,16,625-670,59,0,0,1,0.0,6211.35,625.0,45.0,"6136,817117"
2454,16,25422,845,16,625-670,68,0,0,0,0.0,4645.2,625.0,45.0,"6136,817117"
2455,16,25422,845,16,625-670,59,0,0,1,0.0,5200.0,625.0,45.0,"6136,817117"
2456,16,84948,845,16,625-670,68,0,0,0,0.0,6470.1,625.0,45.0,"6136,817117"
2457,16,62968,845,16,625-670,59,0,0,1,0.0,2249.675,625.0,45.0,"6136,817117"
2458,16,14843,845,16,625-670,62,1,0,0,0.0,33376.998,625.0,45.0,"6136,817117"
2459,16,80627,845,16,625-670,9,1,0,0,0.0,7200.0,625.0,45.0,"6136,817117"
2460,16,80627,845,16,625-670,62,1,0,0,0.0,5533.002,625.0,45.0,"6136,817117"
2461,16,80627,845,16,625-670,8,1,0,0,0.0,25595.16,625.0,45.0,"6136,817117"
2462,16,80627,845,16,625-670,43,1,0,0,0.0,16760.0,625.0,45.0,"6136,817117"
2463,16,45773,724,16,600-620,32,1,0,1,0.0,34860.0,600.0,20.0,"6136,817117"
2464,16,87664,724,16,600-620,59,0,0,1,0.0,2550.8,600.0,20.0,"6136,817117"
2465,16,77554,724,16,600-620,17,0,0,1,0.0,2526.0,600.0,20.0,"6136,817117"
2466,16,87293,724,16,600-620,32,1,0,1,0.0,21682.5,600.0,20.0,"6136,817117"
2467,16,87293,724,16,600-620,59,1,0,1,0.0,11797.2,600.0,20.0,"6136,817117"
2468,16,9158,724,16,600-620,59,0,0,1,0.0,13920.0,600.0,20.0,"6136,817117"
2469,16,4334,724,16,600-620,59,1,0,1,0.0,8542.8,600.0,20.0,"6136,817117"
2470,16,35271,724,16,600-620,40,1,0,1,0.0,9630.0,600.0,20.0,"6136,817117"
2471,16,19605,724,16,600-620,17,0,0,1,0.0,22734.0,600.0,20.0,"6136,817117"
2472,16,20934,724,16,600-620,59,0,0,1,0.0,6559.2,600.0,20.0,"6136,817117"
2473,16,84482,272,16,600-670,81,0,0,1,0.0,8700.0,600.0,70.0,"6136,817117"
2474,16,43254,272,16,600-670,59,0,0,1,0.0,13174.375,600.0,70.0,"6136,817117"
2475,16,61076,272,16,600-670,32,1,0,1,0.0,4387.632,600.0,70.0,"6136,817117"
2476,16,85946,272,16,600-670,59,0,0,1,0.0,5144.025,600.0,70.0,"6136,817117"
2477,16,50528,272,5,600-670,4,1,1,1,0.0,25883.334,600.0,70.0,"6136,817117"
2478,16,50528,272,5,600-670,52,1,1,1,0.0,9809.154,600.0,70.0,"6136,817117"
2479,16,3860,272,5,600-670,52,1,0,1,0.0,27531.0,600.0,70.0,"6136,817117"
2480,16,70620,272,16,600-670,59,0,0,1,0.0,1653.0,600.0,70.0,"6136,817117"
2481,16,97861,272,5,600-670,59,0,0,1,0.0,6080.0,600.0,70.0,"6136,817117"
2482,16,72130,272,5,600-670,52,1,0,1,0.0,3059.0,600.0,70.0,"6136,817117"
2483,16,72130,272,5,600-670,59,1,0,1,0.0,20810.0,600.0,70.0,"6136,817117"
2484,16,68145,272,5,600-670,59,0,1,1,0.0,3570.0,600.0,70.0,"6136,817117"
2485,16,68145,272,5,600-670,81,0,1,1,0.0,5832.079,600.0,70.0,"6136,817117"
2486,16,68145,272,5,600-670,52,1,1,1,0.0,7088.772,600.0,70.0,"6136,817117"
2487,16,68145,272,5,600-670,59,1,1,1,0.0,7580.0,600.0,70.0,"6136,817117"
2488,16,20693,272,5,600-670,4,1,1,1,0.0,1465.44,600.0,70.0,"6136,817117"
2489,16,20693,272,5,600-670,52,1,1,1,0.0,12322.074,600.0,70.0,"6136,817117"
2490,16,66052,272,16,600-670,81,1,0,1,0.0,9358.776,600.0,70.0,"6136,817117"
2491,16,53171,272,16,600-670,59,0,0,1,0.0,6160.325,600.0,70.0,"6136,817117"
2492,16,15228,272,16,600-670,81,1,0,1,0.0,3661.224,600.0,70.0,"6136,817117"
2493,16,25377,272,16,600-670,59,0,0,1,0.0,9367.0,600.0,70.0,"6136,817117"
2494,16,58595,272,16,600-670,81,1,0,1,0.0,14253.2,600.0,70.0,"6136,817117"
2495,16,62629,272,16,600-670,81,0,0,1,0.0,15071.0,600.0,70.0,"6136,817117"
2496,16,34512,272,16,600-670,59,0,0,1,0.0,80990.0,600.0,70.0,"6136,817117"
2497,16,87873,272,16,600-670,59,0,0,1,0.0,28676.916,600.0,70.0,"6136,817117"
2498,16,87873,272,16,600-670,32,1,0,1,0.0,7009.344,600.0,70.0,"6136,817117"
2499,16,87873,272,16,600-670,59,1,0,1,0.0,16068.456,600.0,70.0,"6136,817117"
2500,16,50343,272,16,600-670,87,0,0,0,0.0,20510.0,600.0,70.0,"6136,817117"
2501,16,50343,272,16,600-670,17,0,0,1,0.0,11230.0,600.0,70.0,"6136,817117"
2502,16,60279,272,5,600-670,87,0,0,0,0.0,5180.0,600.0,70.0,"6136,817117"
2503,16,37077,272,5,600-670,59,0,0,1,0.0,807.85,600.0,70.0,"6136,817117"
2504,16,53137,272,16,600-670,81,0,1,1,0.0,11437.921,600.0,70.0,"6136,817117"
2505,16,53137,272,16,600-670,4,1,1,1,0.0,24717.088,600.0,70.0,"6136,817117"
2506,16,34977,272,16,600-670,4,1,1,1,0.0,8994.138,600.0,70.0,"6136,817117"
2507,16,19679,272,16,600-670,15,1,0,1,0.0,14420.0,600.0,70.0,"6136,817117"
2508,16,19679,272,16,600-670,32,1,0,1,0.0,22563.024,600.0,70.0,"6136,817117"
2509,16,19679,272,16,600-670,52,1,0,1,0.0,17390.0,600.0,70.0,"6136,817117"
2510,16,19679,272,16,600-670,81,1,0,1,0.0,13156.8,600.0,70.0,"6136,817117"
2511,16,69552,272,16,600-670,59,0,0,1,0.0,8436.717,600.0,70.0,"6136,817117"
2512,16,69552,272,16,600-670,59,1,0,1,0.0,4727.322,600.0,70.0,"6136,817117"
2513,16,69552,272,16,600-670,65,1,0,1,0.0,12810.0,600.0,70.0,"6136,817117"
2514,16,65838,272,16,600-670,59,0,0,1,0.0,6896.367,600.0,70.0,"6136,817117"
2515,16,65838,272,16,600-670,59,1,0,1,0.0,3864.222,600.0,70.0,"6136,817117"
2516,16,69138,939,16,605-615,17,0,0,1,0.0,20080.0,605.0,10.0,"6136,817117"
2517,16,70449,939,16,605-615,17,0,0,1,0.0,6400.0,605.0,10.0,"6136,817117"
2518,16,80485,939,16,605-615,59,0,0,1,0.0,7660.0,605.0,10.0,"6136,817117"
2519,16,50093,939,16,605-615,17,0,0,1,0.0,7030.0,605.0,10.0,"6136,817117"
2520,16,59874,939,16,605-615,81,0,0,1,0.0,6660.0,605.0,10.0,"6136,817117"
2521,16,38443,939,16,605-615,17,0,0,1,0.0,5220.29,605.0,10.0,"6136,817117"
2522,16,51130,939,16,605-615,59,0,0,1,0.0,14160.0,605.0,10.0,"6136,817117"
2523,16,25846,939,16,605-615,59,0,0,1,0.0,1412.4,605.0,10.0,"6136,817117"
2524,16,27761,700,16,600-610,59,0,0,1,0.0,8460.0,600.0,10.0,"6136,817117"
2525,16,13762,700,16,600-610,17,0,0,1,0.0,12930.0,600.0,10.0,"6136,817117"
2526,16,56879,700,16,600-610,59,0,0,1,0.0,8120.0,600.0,10.0,"6136,817117"
2527,16,6454,700,16,600-610,59,0,0,1,0.0,25140.0,600.0,10.0,"6136,817117"
2528,16,6454,700,16,600-610,81,0,0,1,0.0,12850.0,600.0,10.0,"6136,817117"
2529,16,22879,700,16,600-610,87,0,0,0,0.0,13920.0,600.0,10.0,"6136,817117"
2530,16,22879,700,16,600-610,17,0,0,1,0.0,8158.725,600.0,10.0,"6136,817117"
2531,16,61934,700,16,600-610,17,0,0,1,0.0,5611.275,600.0,10.0,"6136,817117"
2532,16,23421,700,16,600-610,17,0,0,1,0.0,1002.0,600.0,10.0,"6136,817117"
2533,16,48438,700,16,600-610,17,0,0,1,0.0,5360.6,600.0,10.0,"6136,817117"
2534,16,96414,700,16,600-610,17,0,0,1,0.0,5579.4,600.0,10.0,"6136,817117"
2535,16,39276,700,16,600-610,17,1,0,1,0.0,4024.0,600.0,10.0,"6136,817117"
2536,16,81397,700,16,600-610,17,0,0,1,0.0,2682.03,600.0,10.0,"6136,817117"
2537,16,27819,700,16,600-610,17,0,0,1,0.0,32398.0,600.0,10.0,"6136,817117"
2538,16,27819,700,16,600-610,59,0,0,1,0.0,12320.0,600.0,10.0,"6136,817117"
2539,16,39081,700,16,600-610,17,0,0,1,0.0,2387.97,600.0,10.0,"6136,817117"
2540,16,16488,700,16,600-610,32,1,0,1,0.0,11100.0,600.0,10.0,"6136,817117"
2541,16,24065,700,16,600-610,59,0,0,1,0.0,10500.0,600.0,10.0,"6136,817117"
2542,16,61177,700,16,600-610,52,0,0,1,0.0,7680.0,600.0,10.0,"6136,817117"
2543,16,61177,700,16,600-610,32,1,0,1,0.0,32150.0,600.0,10.0,"6136,817117"
2544,16,61177,700,16,600-610,17,1,0,1,0.0,47110.0,600.0,10.0,"6136,817117"
2545,16,61177,700,16,600-610,52,1,0,1,0.0,46220.0,600.0,10.0,"6136,817117"
