CAMPAÑA,ID_FINCA,ID_ZONA,ID_ESTACION,ALTITUD,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,ALTITUD_MIN,ALTITUD_DIF
14,59,12,4,700,4,2,1,1,0.0,11534.672,700,0
14,60,13,2,730,2,1,1,1,0.0,754.0,730,0
14,63,15,6,500,2,1,1,1,0.0,18980.5,500,0
14,64,16,6,500,2,1,1,1,0.0,13557.5,500,0
14,65,16,6,500,2,1,1,1,0.0,16811.3,500,0
14,65,16,6,500,4,1,1,1,0.0,50080.0,500,0
14,66,17,6,500,2,1,1,1,0.0,4880.7,500,0
14,67,18,7,530,5,2,1,1,0.0,2700.0,530,0
14,71,19,8,620-640,5,1,1,1,0.0,12360.0,620,20
14,72,19,8,620-640,11,2,1,1,0.0,372.0,620,20
14,72,19,8,620-640,9,2,1,2,0.0,1460.0,620,20
14,73,19,8,620-640,11,2,1,1,0.0,868.0,620,20
14,73,19,8,620-640,7,2,1,2,0.0,4420.0,620,20
14,73,19,8,620-640,4,2,1,1,0.0,6200.0,620,20
14,73,19,8,620-640,3,2,1,1,0.0,13330.0,620,20
14,74,19,8,620-640,2,1,1,1,0.0,14160.0,620,20
14,77,20,9,640,3,2,1,1,0.0,16856.59,640,0
14,80,21,9,610-630,5,2,1,1,0.0,6420.1,610,20
14,81,21,9,610-630,5,2,1,1,0.0,6758.0,610,20
14,82,21,9,610-630,5,2,1,1,0.0,13178.1,610,20
14,83,21,9,610-630,5,2,1,1,0.0,3716.9,610,20
14,84,21,9,610-630,2,1,1,1,0.0,4865.0,610,20
14,85,21,9,610-630,5,1,1,1,0.0,1350.0,610,20
14,86,21,9,610-630,5,1,1,1,0.0,1350.0,610,20
14,87,21,9,610-630,5,1,1,1,0.0,1350.0,610,20
14,88,21,8,610-630,8,1,1,1,0.0,3530.0,610,20
14,89,21,8,610-630,5,2,1,1,0.0,11280.0,610,20
14,89,21,8,610-630,2,1,1,1,0.0,18120.0,610,20
14,90,21,8,610-630,2,1,1,1,0.0,8817.036,610,20
14,91,21,9,610-630,3,2,1,1,0.0,26610.34,610,20
14,93,21,8,610-630,8,1,1,1,0.0,19930.0,610,20
14,94,21,9,610-630,7,2,1,2,0.0,6160.0,610,20
14,95,21,9,610-630,3,2,1,1,0.0,4697.34,610,20
14,96,21,9,610-630,5,2,1,1,0.0,3716.9,610,20
14,97,22,8,610,4,2,1,1,0.0,6744.0,610,0
14,97,22,8,610,2,1,1,1,0.0,10505.0,610,0
14,98,22,8,610,2,1,1,1,0.0,10505.0,610,0
14,99,22,8,610,9,2,1,2,0.0,6780.0,610,0
14,99,22,8,610,4,2,1,1,0.0,10116.0,610,0
14,100,22,8,610,4,2,1,1,0.0,11316.0,610,0
14,101,22,8,610,5,2,1,1,0.0,4456.2,610,0
14,103,22,8,610,4,2,1,1,0.0,7544.0,610,0
14,104,23,8,620-630,10,1,1,2,0.0,4820.0,620,10
14,105,23,8,620-630,10,1,1,2,0.0,4820.0,620,10
14,107,23,8,620-630,3,1,1,1,0.0,21826.8,620,10
14,110,23,8,620-630,12,1,1,1,0.0,7030.0,620,10
14,111,24,8,580-600,9,2,1,2,0.0,10610.0,580,20
14,113,24,8,580-600,2,1,1,1,0.0,5626.71,580,20
14,114,24,8,580-600,2,1,1,1,0.0,4126.254,580,20
14,115,24,8,580-600,4,1,1,1,0.0,2160.0,580,20
14,116,24,8,580-600,4,2,1,1,0.0,3080.0,580,20
14,117,24,8,580-600,8,1,1,1,0.0,10490.0,580,20
14,118,24,8,580-600,5,1,1,1,0.0,10100.0,580,20
14,119,24,8,580-600,9,2,1,2,0.0,4545.0,580,20
14,123,25,8,600-620,4,1,1,1,0.0,16830.0,600,20
14,124,25,9,600-620,4,2,1,1,0.0,25880.0,600,20
14,125,25,8,600-620,5,2,1,1,0.0,5300.0,600,20
14,125,25,8,600-620,2,1,1,1,0.0,58880.0,600,20
14,125,25,8,600-620,4,1,1,1,0.0,8049.6,600,20
14,125,25,8,600-620,5,1,1,1,0.0,7530.0,600,20
14,126,25,8,600-620,4,2,1,1,0.0,10300.0,600,20
14,126,25,8,600-620,5,2,1,1,0.0,6770.0,600,20
14,126,25,8,600-620,4,1,1,1,0.0,12590.4,600,20
14,127,25,8,600-620,1,1,1,1,0.0,4570.0,600,20
14,128,25,9,600-620,2,1,1,1,0.0,17823.96,600,20
14,129,25,9,600-620,2,1,1,1,0.0,33616.04,600,20
14,129,25,9,600-620,8,1,1,1,0.0,9225.76,600,20
14,129,25,9,600-620,5,1,1,1,0.0,15172.338,600,20
14,130,25,9,600-620,8,1,1,1,0.0,11934.24,600,20
14,130,25,9,600-620,5,1,1,1,0.0,19997.662,600,20
14,131,26,11,650-680,2,1,1,1,0.0,2709.7,650,30
14,132,26,11,650-680,2,1,1,1,0.0,2820.3,650,30
14,133,26,11,650-680,5,1,1,1,0.0,17210.0,650,30
14,134,26,11,650-680,5,2,1,1,0.0,5130.0,650,30
14,139,28,12,680-720,9,2,1,2,0.0,30260.0,680,40
14,140,28,12,680-720,7,2,1,2,0.0,13030.0,680,40
14,140,28,12,680-720,6,1,1,1,0.0,5840.0,680,40
14,141,28,12,680-720,5,2,1,1,0.0,17270.0,680,40
14,144,28,12,680-720,8,1,1,1,0.0,8470.0,680,40
14,145,28,12,680-720,5,2,1,1,0.0,21420.0,680,40
14,146,29,9,625-670,9,2,1,2,0.0,10140.0,625,45
14,146,29,9,625-670,5,2,1,1,0.0,32610.0,625,45
14,147,29,9,625-670,7,2,1,2,0.0,3260.0,625,45
14,147,29,9,625-670,9,2,1,2,0.0,6296.4,625,45
14,148,29,9,625-670,5,1,1,1,0.0,1790.0,625,45
14,150,29,9,625-670,5,2,1,1,0.0,11270.0,625,45
14,152,29,9,625-670,9,2,1,2,0.0,7441.2,625,45
14,154,29,9,625-670,14,1,1,2,0.0,10650.88,625,45
14,155,29,9,625-670,14,1,1,2,0.0,1909.12,625,45
14,155,29,9,625-670,15,1,1,2,0.0,3419.176,625,45
14,155,29,9,625-670,16,1,1,2,0.0,5510.0,625,45
14,156,30,9,600-620,2,1,1,1,0.0,2940.0,600,20
14,157,30,9,600-620,5,2,1,1,0.0,607.6,600,20
14,159,30,9,600-620,2,1,1,1,0.0,14595.0,600,20
14,159,30,9,600-620,5,1,1,1,0.0,7122.4,600,20
14,160,30,9,600-620,5,2,1,1,0.0,9470.0,600,20
14,162,30,9,600-620,6,1,1,1,0.0,9440.0,600,20
14,163,30,9,600-620,4,2,1,1,0.0,53500.0,600,20
14,165,30,9,600-620,5,2,1,1,0.0,1562.4,600,20
14,166,31,9,600-670,3,2,1,1,0.0,16460.0,600,70
14,167,31,12,600-670,3,2,1,1,0.0,8249.1,600,70
14,168,31,12,600-670,5,2,1,1,0.0,19632.0,600,70
14,170,31,12,600-670,5,2,1,1,0.0,11760.0,600,70
14,171,31,9,600-670,5,2,1,1,0.0,352.5,600,70
14,172,31,12,600-670,5,2,1,1,0.0,4060.0,600,70
14,173,31,12,600-670,8,1,1,1,0.0,1533.0,600,70
14,173,31,12,600-670,5,1,1,1,0.0,12810.0,600,70
14,174,31,12,600-670,5,2,1,1,0.0,2290.4,600,70
14,175,31,12,600-670,5,2,1,1,0.0,9161.6,600,70
14,175,31,12,600-670,3,2,1,1,0.0,4523.7,600,70
14,175,31,12,600-670,8,1,1,1,0.0,10388.88,600,70
14,176,31,12,600-670,5,2,1,1,0.0,1636.0,600,70
14,176,31,12,600-670,3,2,1,1,0.0,2394.9,600,70
14,176,31,12,600-670,2,1,1,1,0.0,67420.0,600,70
14,176,31,12,600-670,8,1,1,1,0.0,14171.12,600,70
14,178,31,9,600-670,5,2,1,1,0.0,1997.5,600,70
14,179,31,9,600-670,5,2,1,1,0.0,3470.0,600,70
14,182,31,9,600-670,5,2,1,1,0.0,4228.4,600,70
14,182,31,9,600-670,5,1,1,1,0.0,3968.8,600,70
14,183,31,9,600-670,3,2,1,1,0.0,19970.0,600,70
14,183,31,9,600-670,3,1,1,1,0.0,18210.0,600,70
14,184,31,9,600-670,5,2,1,1,0.0,48010.0,600,70
14,185,31,9,600-670,5,2,1,1,0.0,8456.8,600,70
14,185,31,9,600-670,2,1,1,1,0.0,5685.6,600,70
14,185,31,9,600-670,5,1,1,1,0.0,7937.6,600,70
14,186,31,9,600-670,7,2,1,2,0.0,18450.0,600,70
14,186,31,9,600-670,4,2,1,1,0.0,12015.6,600,70
14,187,31,12,600-670,7,2,1,2,0.0,5220.0,600,70
14,188,31,9,600-670,3,2,1,1,0.0,11442.3,600,70
14,189,31,9,600-670,12,1,1,1,0.0,12480.0,600,70
14,189,31,9,600-670,2,1,1,1,0.0,18004.4,600,70
14,189,31,9,600-670,8,1,1,1,0.0,12590.0,600,70
14,190,31,9,600-670,5,2,1,1,0.0,2498.6,600,70
14,190,31,9,600-670,5,1,1,1,0.0,2345.2,600,70
14,190,31,9,600-670,17,1,1,1,0.0,5790.0,600,70
14,191,31,9,600-670,3,2,1,1,0.0,2260.0,600,70
14,191,31,9,600-670,3,1,1,1,0.0,12210.0,600,70
14,192,31,9,600-670,5,2,1,1,0.0,4036.2,600,70
14,192,31,9,600-670,5,1,1,1,0.0,3788.4,600,70
14,193,32,9,605-615,4,2,1,1,0.0,3960.0,605,10
14,194,32,9,605-615,4,2,1,1,0.0,15840.0,605,10
14,194,32,9,605-615,5,2,1,1,0.0,15078.7,605,10
14,195,32,9,605-615,4,2,1,1,0.0,17630.0,605,10
14,197,32,9,605-615,4,2,1,1,0.0,6570.0,605,10
14,199,32,9,605-615,4,2,1,1,0.0,5940.0,605,10
14,202,33,9,600-610,5,2,1,1,0.0,5360.0,600,10
14,206,33,9,600-610,5,2,1,1,0.0,21460.0,600,10
14,206,33,9,600-610,3,2,1,1,0.0,12130.0,600,10
14,207,33,9,600-610,7,2,1,2,0.0,11600.0,600,10
14,207,33,9,600-610,4,2,1,1,0.0,13480.0,600,10
14,208,33,9,600-610,4,2,1,1,0.0,1017.3,600,10
14,209,33,9,600-610,4,2,1,1,0.0,3900.4,600,10
14,210,33,9,600-610,4,2,1,1,0.0,4059.6,600,10
14,211,33,9,600-610,4,1,1,1,0.0,3320.0,600,10
14,213,33,9,600-610,4,2,1,1,0.0,32892.7,600,10
14,213,33,9,600-610,5,2,1,1,0.0,5230.0,600,10
14,215,33,9,600-610,4,2,1,1,0.0,350.0,600,10
14,215,33,9,600-610,2,1,1,1,0.0,30500.0,600,10
14,215,33,9,600-610,4,1,1,1,0.0,41620.0,600,10
14,215,33,9,600-610,8,1,1,1,0.0,35570.0,600,10
14,216,33,9,600-610,4,1,1,1,0.0,4980.0,600,10
14,217,33,9,600-610,4,2,1,1,0.0,22310.0,600,10
14,217,33,9,600-610,4,1,1,1,0.0,1380.0,600,10
14,218,33,9,600-610,4,2,1,1,0.0,2390.0,600,10
14,219,34,12,610,2,1,1,1,0.0,17335.0,610,0
14,220,34,12,610,4,2,1,1,0.0,12558.0,610,0
14,220,34,12,610,2,1,1,1,0.0,11700.0,610,0
14,220,34,12,610,5,1,1,1,0.0,4500.0,610,0
14,221,34,12,610,4,2,1,1,0.0,1092.0,610,0
14,222,34,12,610,2,1,1,1,0.0,17335.0,610,0
14,223,35,12,610,4,2,1,1,0.0,15600.0,610,0
14,224,35,12,610,4,2,1,1,0.0,6370.0,610,0
14,224,35,12,610,4,1,1,1,0.0,3075.8,610,0
14,226,35,12,610,5,2,1,1,0.0,6806.0,610,0
14,226,35,12,610,5,1,1,1,0.0,20667.0,610,0
14,229,35,12,610,7,2,1,2,0.0,8560.0,610,0
14,229,35,12,610,4,2,1,1,0.0,1562.4,610,0
14,230,35,12,610,4,2,1,1,0.0,25310.0,610,0
14,230,35,12,610,5,2,1,1,0.0,6230.0,610,0
14,230,35,12,610,5,1,1,1,0.0,37260.0,610,0
14,231,35,12,610,5,2,1,1,0.0,1869.4,610,0
14,233,35,12,610,17,1,1,1,0.0,9870.0,610,0
14,234,35,12,610,5,1,1,1,0.0,8710.0,610,0
14,235,35,12,610,4,2,1,1,0.0,9470.0,610,0
14,238,35,12,610,5,2,1,1,0.0,10497.4,610,0
14,239,35,12,610,5,2,1,1,0.0,1394.0,610,0
14,239,35,12,610,5,1,1,1,0.0,4233.0,610,0
14,240,35,12,610,4,2,1,1,0.0,4017.6,610,0
14,241,35,12,610,8,2,1,1,0.0,1740.0,610,0
14,242,35,12,610,2,1,1,1,0.0,4860.0,610,0
14,243,36,12,600-620,4,2,1,1,0.0,646.2,600,20
14,243,36,12,600-620,4,1,1,1,0.0,4458.6,600,20
14,244,36,12,600-620,4,2,1,1,0.0,10523.2,600,20
14,245,36,12,600-620,4,2,1,1,0.0,1436.0,600,20
14,245,36,12,600-620,4,1,1,1,0.0,9908.0,600,20
14,246,36,12,600-620,4,2,1,1,0.0,5097.8,600,20
14,246,36,12,600-620,4,1,1,1,0.0,35173.4,600,20
14,247,36,12,600-620,4,2,1,1,0.0,5919.3,600,20
14,252,37,12,670,4,2,1,1,0.0,16170.0,670,0
14,252,37,12,670,5,2,1,1,0.0,4270.0,670,0
14,253,37,12,670,9,2,1,2,0.0,3396.0,670,0
14,254,37,12,670,4,2,1,1,0.0,17290.0,670,0
14,254,37,12,670,4,1,1,1,0.0,8348.6,670,0
14,256,37,12,670,9,2,1,2,0.0,22357.0,670,0
14,256,37,12,670,4,2,1,1,0.0,14469.4,670,0
14,257,37,12,670,9,2,1,2,0.0,2547.0,670,0
14,258,38,12,620-640,4,2,1,1,0.0,10475.4,620,20
14,259,38,12,620-640,4,2,1,1,0.0,20334.6,620,20
14,260,38,12,620-640,4,2,1,1,0.0,10380.0,620,20
14,264,39,11,620-640,9,2,1,2,0.0,11180.0,620,20
14,264,39,11,620-640,8,2,1,1,0.0,2548.4,620,20
14,267,39,11,620-640,12,1,1,1,0.0,14340.0,620,20
14,269,39,11,620-640,6,2,1,1,0.0,5230.0,620,20
14,275,42,9,620,5,2,1,1,0.0,7880.0,620,0
14,276,42,9,620,4,2,1,1,0.0,17820.0,620,0
14,277,43,11,660-680,2,1,1,1,0.0,15130.0,660,20
14,277,43,11,660-680,5,1,1,1,0.0,13810.0,660,20
14,279,43,11,660-680,12,1,1,1,0.0,15840.0,660,20
14,279,43,11,660-680,2,1,1,1,0.0,14870.0,660,20
14,280,43,11,660-680,5,2,1,1,0.0,18920.0,660,20
14,282,43,11,660-680,12,1,1,1,0.0,7520.0,660,20
14,283,43,11,660-680,5,2,1,1,0.0,8390.0,660,20
14,283,43,11,660-680,2,1,1,1,0.0,22670.0,660,20
14,284,43,11,660-680,5,2,1,1,0.0,13620.0,660,20
14,285,44,11,630-640,7,1,1,2,0.0,24400.0,630,10
14,285,44,11,630-640,4,1,1,1,0.0,32176.2,630,10
14,286,44,11,630-640,4,1,1,1,0.0,20684.7,630,10
14,287,44,11,630-640,4,1,1,1,0.0,23749.1,630,10
14,288,44,11,630-640,16,1,1,2,0.0,4920.0,630,10
14,289,45,11,650-660,2,1,1,1,0.0,44650.0,650,10
14,290,45,11,650-660,7,2,1,2,0.0,450.0,650,10
14,290,45,11,650-660,7,1,1,2,0.0,4720.0,650,10
14,292,45,11,650-660,5,2,1,1,0.0,6784.0,650,10
14,293,45,11,650-660,5,2,1,1,0.0,5088.0,650,10
14,294,45,11,650-660,5,2,1,1,0.0,5088.0,650,10
14,295,45,11,650-660,5,2,1,1,0.0,30170.0,650,10
14,296,46,12,630-640,2,1,1,1,0.0,4490.0,630,10
14,297,46,12,630-640,4,2,1,1,0.0,1249.3,630,10
14,297,46,12,630-640,4,1,1,1,0.0,9656.5,630,10
14,298,46,12,630-640,13,2,1,2,0.0,3591.7,630,10
14,298,46,12,630-640,7,1,1,2,0.0,1080.0,630,10
14,298,46,12,630-640,5,1,1,1,0.0,22401.5,630,10
14,299,46,12,630-640,4,2,1,1,0.0,18640.0,630,10
14,299,46,12,630-640,5,1,1,1,0.0,18328.5,630,10
14,300,46,12,630-640,4,2,1,1,0.0,1088.1,630,10
14,300,46,12,630-640,4,1,1,1,0.0,8410.5,630,10
14,302,46,12,630-640,5,2,1,1,0.0,5320.0,630,10
14,303,46,12,630-640,7,2,1,2,0.0,5100.0,630,10
14,304,46,12,630-640,13,2,1,2,0.0,1832.5,630,10
14,304,46,12,630-640,2,1,1,1,0.0,10610.0,630,10
14,304,46,12,630-640,1,1,1,1,0.0,31930.0,630,10
14,304,46,12,630-640,8,1,1,1,0.0,566.4,630,10
14,305,46,12,630-640,9,2,1,2,0.0,7500.0,630,10
14,305,46,12,630-640,13,2,1,2,0.0,1905.8,630,10
14,305,46,12,630-640,8,1,1,1,0.0,1203.6,630,10
14,307,46,12,630-640,4,2,1,1,0.0,1692.6,630,10
14,307,46,12,630-640,4,1,1,1,0.0,13083.0,630,10
14,311,47,12,630-670,5,2,1,1,0.0,10970.0,630,40
14,312,47,12,630-670,5,2,1,1,0.0,14483.7,630,40
14,313,47,12,630-670,7,2,1,2,0.0,4735.5,630,40
14,315,47,12,630-670,7,2,1,2,0.0,6814.5,630,40
14,315,47,12,630-670,5,2,1,1,0.0,4020.0,630,40
14,316,47,12,630-670,7,2,1,2,0.0,5022.0,630,40
14,316,47,12,630-670,9,2,1,2,0.0,11535.1,630,40
14,316,47,12,630-670,5,2,1,1,0.0,5120.0,630,40
14,316,47,12,630-670,5,1,1,1,0.0,4340.0,630,40
14,317,47,12,630-670,10,1,1,2,0.0,2310.0,630,40
14,324,49,11,635,4,2,1,1,0.0,2530.0,635,0
14,324,49,11,635,5,2,1,1,0.0,9500.0,635,0
14,324,49,11,635,2,1,1,1,0.0,5070.0,635,0
14,324,49,11,635,10,1,1,2,0.0,5640.0,635,0
14,325,49,11,635,2,1,1,1,0.0,27720.0,635,0
14,325,49,11,635,5,1,1,1,0.0,7760.0,635,0
14,326,49,11,635,2,1,1,1,0.0,3728.1,635,0
14,328,49,11,635,4,1,1,1,0.0,10722.8,635,0
14,328,49,11,635,5,1,1,1,0.0,12556.0,635,0
14,329,49,11,635,2,1,1,1,0.0,5263.2,635,0
14,330,49,11,635,2,1,1,1,0.0,11403.6,635,0
14,330,49,11,635,4,1,1,1,0.0,13647.2,635,0
14,330,49,11,635,5,1,1,1,0.0,18834.0,635,0
14,331,49,11,635,7,2,1,2,0.0,870.0,635,0
14,331,49,11,635,4,2,1,1,0.0,19400.0,635,0
14,333,50,11,645-660,5,1,1,1,0.0,21673.3,645,15
14,334,50,11,645-660,4,1,1,1,0.0,45740.0,645,15
14,334,50,11,645-660,5,1,1,1,0.0,64466.7,645,15
14,334,50,11,645-660,17,1,1,1,0.0,28497.7,645,15
14,335,50,11,645-660,17,1,1,1,0.0,8512.3,645,15
14,336,51,11,610-635,4,1,1,1,0.0,24597.0,610,25
14,337,51,11,610-635,4,1,1,1,0.0,30336.3,610,25
14,338,51,11,610-635,4,1,1,1,0.0,45863.4,610,25
14,338,51,11,610-635,5,1,1,1,0.0,12852.0,610,25
14,339,51,11,610-635,5,1,1,1,0.0,27702.0,610,25
14,340,51,11,610-635,4,1,1,1,0.0,23626.6,610,25
14,341,51,11,610-635,5,1,1,1,0.0,10948.0,610,25
14,342,51,11,610-635,10,1,1,2,0.0,20170.0,610,25
14,342,51,11,610-635,4,1,1,1,0.0,27056.7,610,25
14,342,51,11,610-635,5,1,1,1,0.0,49248.0,610,25
14,343,52,8,590-600,5,1,1,1,0.0,8270.0,590,10
14,344,52,8,590-600,9,2,1,2,0.0,10780.0,590,10
14,344,52,8,590-600,5,2,1,1,0.0,3420.0,590,10
14,348,53,8,630-640,5,2,1,1,0.0,8600.0,630,10
14,349,53,8,630-640,5,2,1,1,0.0,2560.0,630,10
14,350,53,8,630-640,7,2,1,2,0.0,6032.0,630,10
14,351,53,8,630-640,4,2,1,1,0.0,10000.0,630,10
14,354,53,8,630-640,4,2,1,1,0.0,19445.4,630,10
14,354,53,8,630-640,2,1,1,1,0.0,44520.0,630,10
14,354,53,8,630-640,4,1,1,1,0.0,6450.6,630,10
14,354,53,8,630-640,5,1,1,1,0.0,13470.0,630,10
14,356,53,8,630-640,9,2,1,2,0.0,440.0,630,10
14,357,53,8,630-640,7,2,1,2,0.0,1508.0,630,10
14,358,53,8,630-640,3,2,1,1,0.0,10360.0,630,10
14,359,53,8,630-640,7,2,1,2,0.0,3030.0,630,10
14,359,53,8,630-640,9,2,1,2,0.0,2580.0,630,10
14,360,53,8,630-640,3,2,1,1,0.0,2152.8,630,10
14,362,54,8,620-640,4,2,1,1,0.0,6338.2,620,20
14,362,54,8,620-640,5,2,1,1,0.0,6170.0,620,20
14,363,54,8,620-640,4,2,1,1,0.0,1910.0,620,20
14,363,54,8,620-640,5,2,1,1,0.0,15270.0,620,20
14,363,54,8,620-640,3,2,1,1,0.0,9020.0,620,20
14,364,54,8,620-640,5,2,1,1,0.0,9530.0,620,20
14,366,54,8,620-640,7,2,1,2,0.0,3850.0,620,20
14,366,54,8,620-640,4,2,1,1,0.0,3121.8,620,20
14,368,54,8,620-640,7,2,1,2,0.0,5062.4,620,20
14,369,54,8,620-640,9,2,1,2,0.0,9060.0,620,20
14,370,54,8,620-640,7,2,1,2,0.0,2847.6,620,20
14,370,54,8,620-640,4,2,1,1,0.0,430.0,620,20
14,371,54,8,620-640,7,2,1,2,0.0,3980.0,620,20
14,372,54,8,620-640,5,2,1,1,0.0,15220.0,620,20
14,373,54,8,620-640,7,2,1,2,0.0,28560.0,620,20
14,375,54,8,620-640,5,2,1,1,0.0,3770.0,620,20
14,376,55,10,600-630,4,2,1,1,0.0,4400.0,600,30
14,377,55,10,600-630,5,1,1,1,0.0,2076.4,600,30
14,378,55,10,600-630,9,2,1,2,0.0,720.0,600,30
14,379,55,10,600-630,4,1,1,1,0.0,2112.0,600,30
14,379,55,10,600-630,5,1,1,1,0.0,836.288,600,30
14,380,55,10,600-630,5,1,1,1,0.0,1139.872,600,30
14,381,55,10,600-630,5,1,1,1,0.0,1170.66,600,30
14,382,55,10,600-630,9,2,1,2,0.0,720.0,600,30
14,383,55,10,600-630,4,1,1,1,0.0,1728.0,600,30
14,383,55,10,600-630,5,1,1,1,0.0,1935.348,600,30
14,384,55,10,600-630,5,2,1,1,0.0,3130.0,600,30
14,385,55,10,600-630,3,2,1,1,0.0,1010.0,600,30
14,386,56,10,560-640,4,2,1,1,0.0,2910.6,560,80
14,388,56,10,560-640,4,2,1,1,0.0,995.6,560,80
14,389,56,10,560-640,4,2,1,1,0.0,4244.4,560,80
14,391,56,10,560-640,2,1,1,1,0.0,7580.0,560,80
14,392,56,10,560-640,4,2,1,1,0.0,2104.5,560,80
14,394,56,10,560-640,4,2,1,1,0.0,710.0,560,80
14,395,56,10,560-640,2,1,1,1,0.0,29170.0,560,80
14,395,56,10,560-640,5,1,1,1,0.0,36600.0,560,80
14,397,56,10,560-640,2,1,1,1,0.0,3590.0,560,80
14,401,56,10,560-640,4,2,1,1,0.0,3775.2,560,80
14,402,56,10,560-640,4,2,1,1,0.0,1944.8,560,80
14,403,56,10,560-640,18,2,1,2,0.0,1560.0,560,80
14,403,56,10,560-640,4,2,1,1,0.0,8090.0,560,80
14,405,56,10,560-640,4,1,1,1,0.0,4234.7,560,80
14,406,56,10,560-640,4,2,1,1,0.0,560.0,560,80
14,408,56,10,560-640,4,1,1,1,0.0,1743.7,560,80
14,409,56,10,560-640,4,1,1,1,0.0,7722.1,560,80
14,410,56,10,560-640,4,1,1,1,0.0,1743.7,560,80
14,414,56,10,560-640,4,2,1,1,0.0,1840.0,560,80
14,419,56,10,560-640,10,1,1,2,0.0,3760.0,560,80
14,420,57,10,600-640,4,2,1,1,0.0,110370.0,600,40
14,420,57,10,600-640,8,2,1,1,0.0,3440.0,600,40
14,420,57,10,600-640,5,2,1,1,0.0,58590.0,600,40
14,420,57,10,600-640,8,1,1,1,0.0,16940.0,600,40
14,423,57,10,600-640,5,1,1,1,0.0,9585.0,600,40
14,424,57,10,600-640,4,1,1,1,0.0,30680.0,600,40
14,424,57,10,600-640,5,1,1,1,0.0,25915.0,600,40
14,425,58,10,580-630,8,1,1,1,0.0,1240.0,580,50
14,426,58,10,580-630,2,1,1,1,0.0,8370.0,580,50
