CAMPAÑA,ID_FINCA,ID_ZONA,ID_ESTACION,ALTITUD,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,ALTITUD_MIN,ALTITUD_DIF
14,1142,464,14,650-660,59,0,0,1,1.3608542680740356,2106.5,650.0,10.0
14,16692,464,14,650-660,17,1,0,1,1.479032278060913,2606.0,650.0,10.0
14,16692,464,14,650-660,59,1,0,1,1.7885066270828247,1471.2,650.0,10.0
14,78846,464,14,650-660,17,1,0,1,1.4851630926132202,3127.2,650.0,10.0
14,78846,464,14,650-660,59,1,0,1,1.634442925453186,1716.4,650.0,10.0
14,59317,464,14,650-660,17,1,0,1,1.0373201370239258,3127.2,650.0,10.0
14,59317,464,14,650-660,59,1,0,1,1.4131983518600464,1471.2,650.0,10.0
14,10133,464,14,650-660,17,0,0,1,0.9000362753868103,588.8,650.0,10.0
14,75065,464,14,650-660,59,0,0,1,1.883104681968689,3791.7,650.0,10.0
14,18976,464,14,650-660,32,1,0,1,1.777588129043579,1040.4,650.0,10.0
14,25825,464,14,650-660,17,0,0,1,0.9256495833396912,2905.328,650.0,10.0
14,92531,464,14,650-660,59,0,0,1,2.2834596633911133,1940.0,650.0,10.0
14,92531,464,14,650-660,59,1,0,1,1.890714168548584,3165.0,650.0,10.0
14,80506,464,14,650-660,40,1,0,1,0.8569324016571045,28.0,650.0,10.0
14,92099,464,14,650-660,40,1,0,1,0.721123456954956,8.4,650.0,10.0
14,95478,464,14,650-660,17,0,0,1,1.1440194845199585,331.2,650.0,10.0
14,33751,464,14,650-660,17,0,0,1,3.4868173599243164,7781.0,650.0,10.0
14,68025,464,14,650-660,17,0,0,1,1.4313908815383911,4380.0,650.0,10.0
14,26816,464,14,650-660,59,1,0,1,1.8402873277664185,1690.0,650.0,10.0
14,70951,464,14,650-660,17,0,0,1,1.5939370393753052,4480.0,650.0,10.0
14,42732,82,14,650-660,17,0,0,1,2.6868295669555664,19320.0,654.5017182130584,9.192439862542955
14,86971,411,8,690,81,0,0,1,1.5630654096603394,8775.0,690.0,0.0
14,36535,186,8,695,17,0,0,1,1.1227439641952515,3360.0,695.0,0.0
14,36535,186,8,695,59,0,0,1,1.533515214920044,900.0,695.0,0.0
14,75318,165,8,700,59,0,0,1,4.362565994262695,11120.0,700.0,0.0
14,18632,165,8,700,52,1,0,1,5.806023597717285,16050.0,700.0,0.0
14,16613,165,8,700,17,0,0,1,5.030691146850586,11534.672,700.0,0.0
14,13439,428,14,730,32,1,0,1,4.681234359741211,754.0,730.0,0.0
14,10316,592,17,820,59,0,0,1,5.030125617980957,4936.4,820.0,0.0
14,98808,592,17,820,59,0,0,1,5.752843856811523,6543.6,820.0,0.0
14,19515,973,2,500,32,1,0,1,4.0406951904296875,18980.5,500.0,0.0
14,35465,964,2,500,32,1,0,1,3.514803171157837,13557.5,500.0,0.0
14,37826,964,2,500,32,1,0,1,4.637209892272949,16811.3,500.0,0.0
14,37826,964,2,500,17,1,0,1,10.071175575256348,50080.0,500.0,0.0
14,49672,828,2,500,32,1,0,1,1.1481800079345703,4880.7,500.0,0.0
14,59146,734,11,530,59,0,0,1,1.4195138216018677,2700.0,530.0,0.0
14,55814,44,7,620-640,17,0,0,1,3.0822536945343018,20640.0,620.0,20.0
14,55814,44,7,620-640,81,0,0,1,3.0983831882476807,17000.0,620.0,20.0
14,55814,44,7,620-640,32,1,0,1,3.242950439453125,27560.0,620.0,20.0
14,55814,44,7,620-640,40,1,0,1,3.0836730003356934,23400.0,620.0,20.0
14,55814,44,7,620-640,17,1,0,1,1.78836989402771,6910.0,620.0,20.0
14,55814,44,7,620-640,81,1,0,1,2.140218734741211,6460.0,620.0,20.0
14,6321,44,7,620-640,59,0,0,1,1.641846776008606,2629.1,620.0,20.0
14,18939,44,7,620-640,59,0,0,1,1.5064412355422974,1680.9,620.0,20.0
14,74473,44,7,620-640,59,1,0,1,2.0208091735839844,12360.0,620.0,20.0
14,40200,44,7,620-640,71,0,0,1,1.981063961982727,372.0,620.0,20.0
14,40200,44,7,620-640,68,0,0,0,1.1659408807754517,1460.0,620.0,20.0
14,38272,44,7,620-640,71,0,0,1,1.411924123764038,868.0,620.0,20.0
14,38272,44,7,620-640,87,0,0,0,1.1340628862380981,4420.0,620.0,20.0
14,38272,44,7,620-640,17,0,0,1,1.3760274648666382,6200.0,620.0,20.0
14,38272,44,7,620-640,81,0,0,1,3.243680238723755,13330.0,620.0,20.0
14,27629,44,7,620-640,32,1,0,1,2.4906435012817383,14160.0,620.0,20.0
14,62733,44,7,620-640,59,1,0,1,2.474595785140991,1350.0,620.0,20.0
14,55404,899,16,640,81,0,0,1,5.682402610778809,21776.86,640.0,0.0
14,99693,899,16,640,81,0,0,1,5.654735088348389,16856.59,640.0,0.0
14,6544,899,16,640,81,0,0,1,4.3362884521484375,336.57,640.0,0.0
14,93819,899,16,640,59,1,0,1,2.245004177093506,1350.0,640.0,0.0
14,91094,379,16,610-630,59,0,0,1,1.6465798616409302,6420.1,610.0,20.0
14,37661,379,16,610-630,59,0,0,1,1.9428455829620361,6758.0,610.0,20.0
14,2891,379,16,610-630,59,0,0,1,2.334871768951416,13178.1,610.0,20.0
14,3555,379,16,610-630,59,0,0,1,2.08268141746521,3716.9,610.0,20.0
14,72124,379,16,610-630,32,1,0,1,0.9874505996704102,4865.0,610.0,20.0
14,18581,379,16,610-630,59,1,0,1,1.3561480045318604,1350.0,610.0,20.0
14,13822,379,16,610-630,59,1,0,1,1.3684053421020508,1350.0,610.0,20.0
14,23846,379,16,610-630,59,1,0,1,1.7172892093658447,1350.0,610.0,20.0
14,89768,379,7,610-630,52,1,0,1,2.1474339962005615,3530.0,610.0,20.0
14,57254,379,7,610-630,59,0,0,1,4.509744644165039,11280.0,610.0,20.0
14,57254,379,7,610-630,32,1,0,1,1.604130506515503,18120.0,610.0,20.0
14,80170,379,7,610-630,32,1,0,1,1.6151748895645142,8817.036,610.0,20.0
14,3091,379,16,610-630,81,0,0,1,6.0137481689453125,26610.34,610.0,20.0
14,35785,379,16,610-630,81,0,0,1,4.616016864776611,1082.3,610.0,20.0
14,80479,379,7,610-630,52,1,0,1,5.4327263832092285,19930.0,610.0,20.0
14,88517,379,16,610-630,87,0,0,0,1.0619864463806152,6160.0,610.0,20.0
14,61928,379,16,610-630,81,0,0,1,2.2893807888031006,4697.34,610.0,20.0
14,87201,379,16,610-630,59,0,0,1,0.6826062202453613,3716.9,610.0,20.0
14,94886,726,7,610,17,0,0,1,2.635000705718994,6744.0,610.0,0.0
14,94886,726,7,610,32,1,0,1,2.544579029083252,10505.0,610.0,0.0
14,44512,726,7,610,32,1,0,1,2.5568156242370605,10505.0,610.0,0.0
14,63181,726,7,610,68,0,0,0,1.6524766683578491,6780.0,610.0,0.0
14,63181,726,7,610,17,0,0,1,2.7720229625701904,10116.0,610.0,0.0
14,48816,726,7,610,17,0,0,1,3.9643900394439697,11316.0,610.0,0.0
14,96975,726,7,610,59,0,0,1,1.927291750907898,4456.2,610.0,0.0
14,58108,726,7,610,59,0,0,1,1.6228468418121338,6153.8,610.0,0.0
14,68761,726,7,610,17,0,0,1,2.198361396789551,7544.0,610.0,0.0
14,85950,474,7,620-630,9,1,0,0,1.9766814708709717,4820.0,620.0,10.0
14,1270,474,7,620-630,9,1,0,0,2.04740047454834,4820.0,620.0,10.0
14,99033,474,15,620-630,81,1,0,1,2.5913991928100586,2284.2,620.0,10.0
14,12869,474,7,620-630,81,1,0,1,3.5918819904327393,21826.8,620.0,10.0
14,14471,474,7,620-630,81,1,0,1,2.1141812801361084,1269.0,620.0,10.0
14,97777,474,7,620-630,17,0,0,1,2.845278024673462,10680.0,620.0,10.0
14,87878,474,7,620-630,15,1,0,1,4.498725891113281,7030.0,620.0,10.0
14,94554,893,7,580-600,68,0,0,0,1.8641607761383057,10610.0,580.0,20.0
14,56444,893,7,580-600,59,0,0,1,1.6303510665893555,11050.0,580.0,20.0
14,64499,893,7,580-600,32,1,0,1,1.1564656496047974,5626.71,580.0,20.0
14,84904,893,7,580-600,32,1,0,1,0.859948456287384,4126.254,580.0,20.0
14,8690,893,7,580-600,17,1,0,1,0.7218108177185059,2160.0,580.0,20.0
14,95008,893,7,580-600,17,0,0,1,0.48334574699401855,3080.0,580.0,20.0
14,58150,893,7,580-600,52,1,0,1,1.5617433786392212,10490.0,580.0,20.0
14,23668,893,7,580-600,59,1,0,1,1.1214174032211304,10100.0,580.0,20.0
14,35287,893,7,580-600,68,0,0,0,2.8434410095214844,4545.0,580.0,20.0
14,61978,893,7,580-600,17,0,0,1,6.420908451080322,19900.0,580.0,20.0
14,47401,893,7,580-600,68,0,0,0,1.671555519104004,4545.0,580.0,20.0
14,78934,506,7,600-620,17,0,0,1,2.7177844047546387,6430.0,600.0,20.0
14,58567,506,7,600-620,17,1,0,1,3.030566453933716,16830.0,600.0,20.0
14,33248,506,16,600-620,17,0,0,1,4.237729549407959,25880.0,600.0,20.0
14,14470,506,7,600-620,59,0,0,1,1.7542965412139893,5300.0,600.0,20.0
14,14470,506,7,600-620,32,1,0,1,6.1690449714660645,58880.0,600.0,20.0
14,14470,506,7,600-620,17,1,0,1,2.414088249206543,8049.6,600.0,20.0
14,14470,506,7,600-620,59,1,0,1,1.6977661848068237,7530.0,600.0,20.0
14,18139,506,7,600-620,17,0,0,1,2.7165300846099854,10300.0,600.0,20.0
14,18139,506,7,600-620,59,0,0,1,2.832943916320801,6770.0,600.0,20.0
14,18139,506,7,600-620,17,1,0,1,3.1190602779388428,12590.4,600.0,20.0
14,89440,506,7,600-620,26,1,0,1,2.5419716835021973,4570.0,600.0,20.0
14,45489,506,16,600-620,32,1,0,1,3.811042547225952,17823.96,600.0,20.0
14,48877,506,16,600-620,32,1,0,1,7.04842472076416,33616.04,600.0,20.0
14,48877,506,16,600-620,52,1,0,1,4.82478666305542,9225.76,600.0,20.0
14,48877,506,16,600-620,59,1,0,1,4.548995494842529,15172.338,600.0,20.0
14,68089,506,16,600-620,52,1,0,1,5.454853057861328,11934.24,600.0,20.0
14,68089,506,16,600-620,59,1,0,1,5.923826217651367,19997.662,600.0,20.0
14,31153,990,18,650-680,32,1,0,1,0.5721341967582703,2709.7,650.0,30.0
14,38454,990,18,650-680,32,1,0,1,0.8999850749969482,2820.3,650.0,30.0
14,2821,990,18,650-680,59,1,0,1,3.4653141498565674,17210.0,650.0,30.0
14,52475,990,18,650-680,59,0,0,1,1.5959511995315552,5130.0,650.0,30.0
14,88005,844,18,680-720,52,1,0,1,3.9912378787994385,11979.0,680.0,40.0
14,86193,844,18,680-720,59,0,0,1,3.461275815963745,12680.0,680.0,40.0
14,70752,849,5,680-720,84,1,0,0,2.2315001487731934,8000.0,680.0,40.0
14,68343,849,5,680-720,81,0,0,1,2.7448151111602783,13760.0,680.0,40.0
14,54960,849,5,680-720,68,0,0,0,4.2745232582092285,30260.0,680.0,40.0
14,68936,849,5,680-720,87,0,0,0,2.4688844680786133,13030.0,680.0,40.0
14,68936,849,5,680-720,40,1,0,1,2.5548884868621826,5840.0,680.0,40.0
14,74003,849,5,680-720,59,0,0,1,3.381713628768921,17270.0,680.0,40.0
14,1848,849,5,680-720,68,1,0,0,1.859561800956726,8580.0,680.0,40.0
14,81073,849,5,680-720,32,1,0,1,1.427208662033081,6320.0,680.0,40.0
14,81073,849,5,680-720,40,1,0,1,2.0535335540771484,4320.0,680.0,40.0
14,81073,849,5,680-720,52,1,0,1,2.242238998413086,12570.0,680.0,40.0
14,68718,849,5,680-720,52,1,0,1,1.9386743307113647,8470.0,680.0,40.0
14,64042,849,5,680-720,59,0,0,1,3.200223922729492,21420.0,680.0,40.0
14,797,845,16,625-670,68,0,0,0,2.384938955307007,10140.0,625.0,45.0
14,797,845,16,625-670,59,0,0,1,6.914900779724121,32610.0,625.0,45.0
14,92218,845,16,625-670,87,0,0,0,2.5978479385375977,3260.0,625.0,45.0
14,92218,845,16,625-670,68,0,0,0,1.542778730392456,6296.4,625.0,45.0
14,84183,845,16,625-670,59,1,0,1,0.8989951014518738,1790.0,625.0,45.0
14,37952,845,16,625-670,81,0,0,1,2.3553175926208496,6040.0,625.0,45.0
14,25422,845,16,625-670,59,0,0,1,4.095783710479736,11270.0,625.0,45.0
14,46560,845,16,625-670,68,0,0,0,2.319431781768799,5342.4,625.0,45.0
14,84948,845,16,625-670,68,0,0,0,2.2062296867370605,7441.2,625.0,45.0
14,62968,845,16,625-670,59,0,0,1,3.3623623847961426,350.7,625.0,45.0
14,14843,845,16,625-670,62,1,0,0,5.429091453552246,10650.88,625.0,45.0
14,80627,845,16,625-670,62,1,0,0,2.91322922706604,1909.12,625.0,45.0
14,80627,845,16,625-670,8,1,0,0,2.650618553161621,3419.176,625.0,45.0
14,80627,845,16,625-670,43,1,0,0,3.0371391773223877,5510.0,625.0,45.0
14,45773,724,16,600-620,32,1,0,1,3.636775493621826,2940.0,600.0,20.0
14,87664,724,16,600-620,59,0,0,1,1.5638178586959839,607.6,600.0,20.0
14,77554,724,16,600-620,17,0,0,1,1.7263360023498535,1918.0,600.0,20.0
14,87293,724,16,600-620,32,1,0,1,2.649555206298828,14595.0,600.0,20.0
14,87293,724,16,600-620,59,1,0,1,1.5504179000854492,7122.4,600.0,20.0
14,9158,724,16,600-620,59,0,0,1,1.806115746498108,9470.0,600.0,20.0
14,4334,724,16,600-620,59,1,0,1,1.6589058637619019,5157.6,600.0,20.0
14,35271,724,16,600-620,40,1,0,1,3.6888327598571777,9440.0,600.0,20.0
14,33486,724,16,600-620,17,0,0,1,9.201671600341797,53500.0,600.0,20.0
14,19605,724,16,600-620,17,0,0,1,4.796596527099609,17262.0,600.0,20.0
14,20934,724,16,600-620,59,0,0,1,2.607647180557251,1562.4,600.0,20.0
14,84482,272,16,600-670,81,0,0,1,4.740631103515625,16460.0,600.0,70.0
14,72027,272,5,600-670,81,0,0,1,1.947028398513794,8249.1,600.0,70.0
14,50528,272,5,600-670,59,0,0,1,6.673923492431641,19632.0,600.0,70.0
14,3860,272,5,600-670,52,1,0,1,6.524663925170898,13797.0,600.0,70.0
14,55261,272,5,600-670,59,0,0,1,3.626389265060425,11760.0,600.0,70.0
14,70620,272,16,600-670,59,0,0,1,0.9344163537025452,352.5,600.0,70.0
14,97861,272,5,600-670,59,0,0,1,1.9049476385116577,4060.0,600.0,70.0
14,72130,272,5,600-670,52,1,0,1,1.6274352073669434,1533.0,600.0,70.0
14,72130,272,5,600-670,59,1,0,1,3.469458818435669,12810.0,600.0,70.0
14,523,272,5,600-670,59,0,0,1,1.95829439163208,2290.4,600.0,70.0
14,68145,272,5,600-670,59,0,0,1,2.131563901901245,9161.6,600.0,70.0
14,68145,272,5,600-670,81,0,0,1,2.1406235694885254,4523.7,600.0,70.0
14,68145,272,5,600-670,52,1,0,1,2.6163113117218018,10388.88,600.0,70.0
14,20693,272,5,600-670,59,0,0,1,2.8140335083007812,1636.0,600.0,70.0
14,20693,272,5,600-670,81,0,0,1,2.565669536590576,2394.9,600.0,70.0
14,20693,272,5,600-670,32,1,0,1,7.137696743011475,67420.0,600.0,70.0
14,20693,272,5,600-670,52,1,0,1,4.616446495056152,14171.12,600.0,70.0
14,53171,272,16,600-670,59,0,0,1,2.2317392826080322,2404.8,600.0,70.0
14,25377,272,16,600-670,59,0,0,1,2.216123104095459,1997.5,600.0,70.0
14,77330,272,16,600-670,59,0,0,1,2.4210712909698486,3470.0,600.0,70.0
14,47612,272,16,600-670,59,0,0,1,2.0307562351226807,2254.5,600.0,70.0
14,28239,272,16,600-670,17,0,0,1,4.066435813903809,19604.4,600.0,70.0
14,58595,272,16,600-670,59,0,0,1,2.968268871307373,4228.4,600.0,70.0
14,58595,272,16,600-670,59,1,0,1,2.3263096809387207,3968.8,600.0,70.0
14,62629,272,16,600-670,81,0,0,1,5.096930027008057,19970.0,600.0,70.0
14,62629,272,16,600-670,81,1,0,1,3.4581921100616455,18210.0,600.0,70.0
14,34512,272,16,600-670,59,0,0,1,11.295780181884766,48010.0,600.0,70.0
14,87873,272,16,600-670,59,0,0,1,3.823364019393921,8456.8,600.0,70.0
14,87873,272,16,600-670,32,1,0,1,2.6264448165893555,5685.6,600.0,70.0
14,87873,272,16,600-670,59,1,0,1,3.831052780151367,7937.6,600.0,70.0
14,50343,272,16,600-670,87,0,0,0,3.736689329147339,18450.0,600.0,70.0
14,50343,272,16,600-670,17,0,0,1,2.749577760696411,12015.6,600.0,70.0
14,60279,272,5,600-670,87,0,0,0,1.2634055614471436,5220.0,600.0,70.0
14,53137,272,16,600-670,81,0,0,1,3.688347339630127,11442.3,600.0,70.0
14,19679,272,16,600-670,15,1,0,1,2.9345085620880127,12480.0,600.0,70.0
14,19679,272,16,600-670,32,1,0,1,3.0786471366882324,18004.4,600.0,70.0
14,19679,272,16,600-670,52,1,0,1,2.8995800018310547,12590.0,600.0,70.0
14,69552,272,16,600-670,59,0,0,1,2.4223580360412598,2498.6,600.0,70.0
14,69552,272,16,600-670,59,1,0,1,2.0879898071289062,2345.2,600.0,70.0
14,69552,272,16,600-670,65,1,0,1,1.234296441078186,5790.0,600.0,70.0
14,62606,272,16,600-670,81,0,0,1,1.6696316003799438,2260.0,600.0,70.0
14,62606,272,16,600-670,81,1,0,1,1.6693165302276611,12210.0,600.0,70.0
14,65838,272,16,600-670,59,0,0,1,2.1006827354431152,4036.2,600.0,70.0
14,65838,272,16,600-670,59,1,0,1,1.2069201469421387,3788.4,600.0,70.0
14,13450,939,16,605-615,17,0,0,1,1.836985468864441,3960.0,605.0,10.0
14,69138,939,16,605-615,17,0,0,1,2.7943689823150635,15840.0,605.0,10.0
14,69138,939,16,605-615,59,0,0,1,2.7467355728149414,15078.7,605.0,10.0
14,70449,939,16,605-615,17,0,0,1,2.6156036853790283,17630.0,605.0,10.0
14,80485,939,16,605-615,59,0,0,1,2.3441476821899414,18990.0,605.0,10.0
14,50093,939,16,605-615,17,0,0,1,1.168335199356079,6570.0,605.0,10.0
14,59874,939,16,605-615,81,0,0,1,1.6247997283935547,6870.0,605.0,10.0
14,38443,939,16,605-615,17,0,0,1,1.463873028755188,5940.0,605.0,10.0
14,51130,939,16,605-615,59,0,0,1,2.2865636348724365,12800.0,605.0,10.0
14,25846,939,16,605-615,59,0,0,1,0.970265805721283,1491.3,605.0,10.0
14,27761,700,16,600-610,59,0,0,1,0.8102433085441589,5360.0,600.0,10.0
14,13762,700,16,600-610,17,0,0,1,1.9878543615341187,10294.2,600.0,10.0
14,56879,700,16,600-610,17,0,0,1,1.544140338897705,6045.8,600.0,10.0
14,56879,700,16,600-610,59,0,0,1,1.3818743228912354,3720.0,600.0,10.0
14,50245,700,16,600-610,17,0,0,1,1.8907471895217896,5070.0,600.0,10.0
14,6454,700,16,600-610,59,0,0,1,2.1562628746032715,21460.0,600.0,10.0
14,6454,700,16,600-610,81,0,0,1,2.1532938480377197,12130.0,600.0,10.0
14,22879,700,16,600-610,87,0,0,0,1.8372101783752441,11600.0,600.0,10.0
14,22879,700,16,600-610,17,0,0,1,2.2738029956817627,13480.0,600.0,10.0
14,23421,700,16,600-610,17,0,0,1,0.6605463027954102,1017.3,600.0,10.0
14,48438,700,16,600-610,17,0,0,1,0.7128778100013733,3900.4,600.0,10.0
14,96414,700,16,600-610,17,0,0,1,1.045373797416687,4059.6,600.0,10.0
14,39276,700,16,600-610,17,1,0,1,0.7585274577140808,3320.0,600.0,10.0
14,81397,700,16,600-610,17,0,0,1,1.352648138999939,4414.9,600.0,10.0
14,27819,700,16,600-610,17,0,0,1,5.117191314697266,32892.7,600.0,10.0
14,27819,700,16,600-610,59,0,0,1,2.8746328353881836,5230.0,600.0,10.0
14,39081,700,16,600-610,17,0,0,1,2.1509315967559814,3915.1,600.0,10.0
14,61177,700,16,600-610,17,0,0,1,3.164400815963745,350.0,600.0,10.0
14,61177,700,16,600-610,32,1,0,1,5.6014885902404785,30500.0,600.0,10.0
14,61177,700,16,600-610,17,1,0,1,6.906285285949707,41620.0,600.0,10.0
14,61177,700,16,600-610,52,1,0,1,7.517092227935791,35570.0,600.0,10.0
14,42164,700,16,600-610,17,1,0,1,1.6336413621902466,4980.0,600.0,10.0
14,60635,700,16,600-610,17,0,0,1,2.2067525386810303,22310.0,600.0,10.0
14,60635,700,16,600-610,17,1,0,1,1.047295331954956,1380.0,600.0,10.0
14,48807,700,16,600-610,17,0,0,1,0.6163616180419922,2390.0,600.0,10.0
14,55225,677,5,610,32,1,0,1,2.589099645614624,17335.0,610.0,0.0
14,2916,677,5,610,17,0,0,1,4.305058479309082,12558.0,610.0,0.0
14,2916,677,5,610,32,1,0,1,2.747570276260376,11700.0,610.0,0.0
14,2916,677,5,610,59,1,0,1,1.9550650119781494,4500.0,610.0,0.0
14,96847,677,5,610,17,0,0,1,1.996675968170166,1092.0,610.0,0.0
14,34500,677,5,610,32,1,0,1,3.127052068710327,17335.0,610.0,0.0
14,68807,839,5,610,17,0,0,1,2.9522838592529297,15600.0,610.0,0.0
14,44625,839,5,610,17,0,0,1,1.4254140853881836,6370.0,610.0,0.0
14,44625,839,5,610,17,1,0,1,1.1341323852539062,3075.8,610.0,0.0
14,37363,839,5,610,17,0,0,1,3.9116525650024414,21840.0,610.0,0.0
14,37363,839,5,610,17,1,0,1,3.9598073959350586,10545.6,610.0,0.0
14,90901,839,5,610,59,0,0,1,4.823123455047607,6806.0,610.0,0.0
14,90901,839,5,610,59,1,0,1,5.609394073486328,20667.0,610.0,0.0
14,27360,839,5,610,17,0,0,1,2.986948251724243,1315.4,610.0,0.0
14,56788,839,5,610,59,0,0,1,6.993900775909424,41630.0,610.0,0.0
14,92583,839,5,610,87,0,0,0,1.8708558082580566,8560.0,610.0,0.0
14,92583,839,5,610,17,0,0,1,1.4570707082748413,1562.4,610.0,0.0
14,11395,839,5,610,17,0,0,1,5.668641567230225,25310.0,610.0,0.0
14,11395,839,5,610,59,0,0,1,3.9815680980682373,6230.0,610.0,0.0
14,11395,839,5,610,59,1,0,1,5.64987850189209,37260.0,610.0,0.0
14,56446,839,5,610,59,0,0,1,1.265501618385315,1869.4,610.0,0.0
14,68028,839,5,610,59,0,0,1,1.8919641971588135,2013.2,610.0,0.0
14,73893,839,5,610,65,1,0,1,1.9776618480682373,9870.0,610.0,0.0
14,61431,839,5,610,59,1,0,1,1.8974909782409668,8710.0,610.0,0.0
14,55518,839,5,610,17,0,0,1,1.783458948135376,9470.0,610.0,0.0
14,52030,839,5,610,17,0,0,1,1.442175030708313,1315.4,610.0,0.0
14,528,839,5,610,59,0,0,1,2.3992319107055664,22780.0,610.0,0.0
14,17407,839,5,610,59,0,0,1,1.988447904586792,10497.4,610.0,0.0
14,30114,839,5,610,59,0,0,1,2.00350022315979,1394.0,610.0,0.0
14,30114,839,5,610,59,1,0,1,1.3415757417678833,4233.0,610.0,0.0
